total_cases,total_deaths,new_cases,new_deaths,new_cases_smoothed,new_deaths_smoothed
13.0,1.0,0.0,0.0,0.57,0.0
13.0,1.0,0.0,0.0,0.57,0.0
13.0,1.0,0.0,0.0,0.57,0.0
13.0,1.0,0.0,0.0,0.57,0.0
13.0,1.0,0.0,0.0,0.57,0.0
20.0,1.0,7.0,0.0,1.0,0.0
20.0,1.0,0.0,0.0,1.0,0.0
20.0,1.0,0.0,0.0,1.0,0.0
20.0,1.0,0.0,0.0,1.0,0.0
20.0,1.0,0.0,0.0,1.0,0.0
20.0,1.0,0.0,0.0,1.0,0.0
20.0,1.0,0.0,0.0,1.0,0.0
32.0,1.0,12.0,0.0,1.71,0.0
32.0,1.0,0.0,0.0,1.71,0.0
32.0,1.0,0.0,0.0,1.71,0.0
32.0,1.0,0.0,0.0,1.71,0.0
32.0,1.0,0.0,0.0,1.71,0.0
32.0,1.0,0.0,0.0,1.71,0.0
32.0,1.0,0.0,0.0,1.71,0.0
51.0,1.0,19.0,0.0,2.71,0.0
51.0,1.0,0.0,0.0,2.71,0.0
51.0,1.0,0.0,0.0,2.71,0.0
51.0,1.0,0.0,0.0,2.71,0.0
51.0,1.0,0.0,0.0,2.71,0.0
51.0,1.0,0.0,0.0,2.71,0.0
51.0,1.0,0.0,0.0,2.71,0.0
62.0,1.0,11.0,0.0,1.57,0.0
62.0,1.0,0.0,0.0,1.57,0.0
62.0,1.0,0.0,0.0,1.57,0.0
62.0,1.0,0.0,0.0,1.57,0.0
62.0,1.0,0.0,0.0,1.57,0.0
62.0,1.0,0.0,0.0,1.57,0.0
62.0,1.0,0.0,0.0,1.57,0.0
74.0,1.0,12.0,0.0,1.71,0.0
74.0,1.0,0.0,0.0,1.71,0.0
74.0,1.0,0.0,0.0,1.71,0.0
74.0,1.0,0.0,0.0,1.71,0.0
74.0,1.0,0.0,0.0,1.71,0.0
74.0,1.0,0.0,0.0,1.71,0.0
74.0,1.0,0.0,0.0,1.71,0.0
95.0,1.0,21.0,0.0,3.0,0.0
95.0,1.0,0.0,0.0,3.0,0.0
95.0,1.0,0.0,0.0,3.0,0.0
95.0,1.0,0.0,0.0,3.0,0.0
95.0,1.0,0.0,0.0,3.0,0.0
95.0,1.0,0.0,0.0,3.0,0.0
95.0,1.0,0.0,0.0,3.0,0.0
119.0,1.0,24.0,0.0,3.43,0.0
119.0,1.0,0.0,0.0,3.43,0.0
119.0,1.0,0.0,0.0,3.43,0.0
119.0,1.0,0.0,0.0,3.43,0.0
119.0,1.0,0.0,0.0,3.43,0.0
119.0,1.0,0.0,0.0,3.43,0.0
119.0,1.0,0.0,0.0,3.43,0.0
152.0,2.0,33.0,1.0,4.71,0.14
152.0,2.0,0.0,0.0,4.71,0.14
152.0,2.0,0.0,0.0,4.71,0.14
152.0,2.0,0.0,0.0,4.71,0.14
152.0,2.0,0.0,0.0,4.71,0.14
152.0,2.0,0.0,0.0,4.71,0.14
152.0,2.0,0.0,0.0,4.71,0.14
182.0,2.0,30.0,0.0,4.29,0.0
182.0,2.0,0.0,0.0,4.29,0.0
182.0,2.0,0.0,0.0,4.29,0.0
182.0,2.0,0.0,0.0,4.29,0.0
182.0,2.0,0.0,0.0,4.29,0.0
182.0,2.0,0.0,0.0,4.29,0.0
182.0,2.0,0.0,0.0,4.29,0.0
221.0,2.0,39.0,0.0,5.57,0.0
221.0,2.0,0.0,0.0,5.57,0.0
221.0,2.0,0.0,0.0,5.57,0.0
221.0,2.0,0.0,0.0,5.57,0.0
221.0,2.0,0.0,0.0,5.57,0.0
221.0,2.0,0.0,0.0,5.57,0.0
221.0,2.0,0.0,0.0,5.57,0.0
250.0,2.0,29.0,0.0,4.14,0.0
250.0,2.0,0.0,0.0,4.14,0.0
250.0,2.0,0.0,0.0,4.14,0.0
250.0,2.0,0.0,0.0,4.14,0.0
250.0,2.0,0.0,0.0,4.14,0.0
250.0,2.0,0.0,0.0,4.14,0.0
250.0,2.0,0.0,0.0,4.14,0.0
285.0,2.0,35.0,0.0,5.0,0.0
285.0,2.0,0.0,0.0,5.0,0.0
285.0,2.0,0.0,0.0,5.0,0.0
285.0,2.0,0.0,0.0,5.0,0.0
285.0,2.0,0.0,0.0,5.0,0.0
285.0,2.0,0.0,0.0,5.0,0.0
285.0,2.0,0.0,0.0,5.0,0.0
316.0,2.0,31.0,0.0,4.43,0.0
316.0,2.0,0.0,0.0,4.43,0.0
316.0,2.0,0.0,0.0,4.43,0.0
316.0,2.0,0.0,0.0,4.43,0.0
316.0,2.0,0.0,0.0,4.43,0.0
316.0,2.0,0.0,0.0,4.43,0.0
316.0,2.0,0.0,0.0,4.43,0.0
343.0,2.0,27.0,0.0,3.86,0.0
343.0,2.0,0.0,0.0,3.86,0.0
343.0,2.0,0.0,0.0,3.86,0.0
343.0,2.0,0.0,0.0,3.86,0.0
343.0,2.0,0.0,0.0,3.86,0.0
343.0,2.0,0.0,0.0,3.86,0.0
343.0,2.0,0.0,0.0,3.86,0.0
377.0,2.0,34.0,0.0,4.86,0.0
377.0,2.0,0.0,0.0,4.86,0.0
377.0,2.0,0.0,0.0,4.86,0.0
377.0,2.0,0.0,0.0,4.86,0.0
377.0,2.0,0.0,0.0,4.86,0.0
377.0,2.0,0.0,0.0,4.86,0.0
377.0,2.0,0.0,0.0,4.86,0.0
386.0,2.0,9.0,0.0,1.29,0.0
386.0,2.0,0.0,0.0,1.29,0.0
386.0,2.0,0.0,0.0,1.29,0.0
386.0,2.0,0.0,0.0,1.29,0.0
386.0,2.0,0.0,0.0,1.29,0.0
386.0,2.0,0.0,0.0,1.29,0.0
386.0,2.0,0.0,0.0,1.29,0.0
403.0,2.0,17.0,0.0,2.43,0.0
403.0,2.0,0.0,0.0,2.43,0.0
403.0,2.0,0.0,0.0,2.43,0.0
403.0,2.0,0.0,0.0,2.43,0.0
403.0,2.0,0.0,0.0,2.43,0.0
403.0,2.0,0.0,0.0,2.43,0.0
403.0,2.0,0.0,0.0,2.43,0.0
418.0,2.0,15.0,0.0,2.14,0.0
418.0,2.0,0.0,0.0,2.14,0.0
418.0,2.0,0.0,0.0,2.14,0.0
418.0,2.0,0.0,0.0,2.14,0.0
418.0,2.0,0.0,0.0,2.14,0.0
418.0,2.0,0.0,0.0,2.14,0.0
418.0,2.0,0.0,0.0,2.14,0.0
433.0,2.0,15.0,0.0,2.14,0.0
433.0,2.0,0.0,0.0,2.14,0.0
433.0,2.0,0.0,0.0,2.14,0.0
433.0,2.0,0.0,0.0,2.14,0.0
433.0,2.0,0.0,0.0,2.14,0.0
433.0,2.0,0.0,0.0,2.14,0.0
433.0,2.0,0.0,0.0,2.14,0.0
441.0,3.0,8.0,1.0,1.14,0.14
441.0,3.0,0.0,0.0,1.14,0.14
441.0,3.0,0.0,0.0,1.14,0.14
441.0,3.0,0.0,0.0,1.14,0.14
441.0,3.0,0.0,0.0,1.14,0.14
441.0,3.0,0.0,0.0,1.14,0.14
441.0,3.0,0.0,0.0,1.14,0.14
452.0,3.0,11.0,0.0,1.57,0.0
452.0,3.0,0.0,0.0,1.57,0.0
452.0,3.0,0.0,0.0,1.57,0.0
452.0,3.0,0.0,0.0,1.57,0.0
452.0,3.0,0.0,0.0,1.57,0.0
452.0,3.0,0.0,0.0,1.57,0.0
452.0,3.0,0.0,0.0,1.57,0.0
461.0,3.0,9.0,0.0,1.29,0.0
461.0,3.0,0.0,0.0,1.29,0.0
461.0,3.0,0.0,0.0,1.29,0.0
461.0,3.0,0.0,0.0,1.29,0.0
461.0,3.0,0.0,0.0,1.29,0.0
461.0,3.0,0.0,0.0,1.29,0.0
461.0,3.0,0.0,0.0,1.29,0.0
475.0,3.0,14.0,0.0,2.0,0.0
475.0,3.0,0.0,0.0,2.0,0.0
475.0,3.0,0.0,0.0,2.0,0.0
475.0,3.0,0.0,0.0,2.0,0.0
475.0,3.0,0.0,0.0,2.0,0.0
475.0,3.0,0.0,0.0,2.0,0.0
475.0,3.0,0.0,0.0,2.0,0.0
507.0,3.0,32.0,0.0,4.57,0.0
507.0,3.0,0.0,0.0,4.57,0.0
507.0,3.0,0.0,0.0,4.57,0.0
507.0,3.0,0.0,0.0,4.57,0.0
507.0,3.0,0.0,0.0,4.57,0.0
507.0,3.0,0.0,0.0,4.57,0.0
507.0,3.0,0.0,0.0,4.57,0.0
549.0,3.0,42.0,0.0,6.0,0.0
549.0,3.0,0.0,0.0,6.0,0.0
549.0,3.0,0.0,0.0,6.0,0.0
549.0,3.0,0.0,0.0,6.0,0.0
549.0,3.0,0.0,0.0,6.0,0.0
549.0,3.0,0.0,0.0,6.0,0.0
549.0,3.0,0.0,0.0,6.0,0.0
567.0,3.0,18.0,0.0,2.57,0.0
567.0,3.0,0.0,0.0,2.57,0.0
567.0,3.0,0.0,0.0,2.57,0.0
567.0,3.0,0.0,0.0,2.57,0.0
567.0,3.0,0.0,0.0,2.57,0.0
567.0,3.0,0.0,0.0,2.57,0.0
567.0,3.0,0.0,0.0,2.57,0.0
579.0,3.0,12.0,0.0,1.71,0.0
579.0,3.0,0.0,0.0,1.71,0.0
579.0,3.0,0.0,0.0,1.71,0.0
579.0,3.0,0.0,0.0,1.71,0.0
579.0,3.0,0.0,0.0,1.71,0.0
579.0,3.0,0.0,0.0,1.71,0.0
579.0,3.0,0.0,0.0,1.71,0.0
583.0,3.0,4.0,0.0,0.57,0.0
583.0,3.0,0.0,0.0,0.57,0.0
583.0,3.0,0.0,0.0,0.57,0.0
583.0,3.0,0.0,0.0,0.57,0.0
583.0,3.0,0.0,0.0,0.57,0.0
583.0,3.0,0.0,0.0,0.57,0.0
583.0,3.0,0.0,0.0,0.57,0.0
601.0,3.0,18.0,0.0,2.57,0.0
601.0,3.0,0.0,0.0,2.57,0.0
601.0,3.0,0.0,0.0,2.57,0.0
601.0,3.0,0.0,0.0,2.57,0.0
601.0,3.0,0.0,0.0,2.57,0.0
601.0,3.0,0.0,0.0,2.57,0.0
601.0,3.0,0.0,0.0,2.57,0.0
613.0,3.0,12.0,0.0,1.71,0.0
613.0,3.0,0.0,0.0,1.71,0.0
613.0,3.0,0.0,0.0,1.71,0.0
613.0,3.0,0.0,0.0,1.71,0.0
613.0,3.0,0.0,0.0,1.71,0.0
613.0,3.0,0.0,0.0,1.71,0.0
613.0,3.0,0.0,0.0,1.71,0.0
625.0,3.0,12.0,0.0,1.71,0.0
625.0,3.0,0.0,0.0,1.71,0.0
625.0,3.0,0.0,0.0,1.71,0.0
625.0,3.0,0.0,0.0,1.71,0.0
625.0,3.0,0.0,0.0,1.71,0.0
625.0,3.0,0.0,0.0,1.71,0.0
625.0,3.0,0.0,0.0,1.71,0.0
627.0,3.0,2.0,0.0,0.29,0.0
627.0,3.0,0.0,0.0,0.29,0.0
627.0,3.0,0.0,0.0,0.29,0.0
627.0,3.0,0.0,0.0,0.29,0.0
627.0,3.0,0.0,0.0,0.29,0.0
627.0,3.0,0.0,0.0,0.29,0.0
627.0,3.0,0.0,0.0,0.29,0.0
627.0,3.0,0.0,0.0,0.0,0.0
627.0,3.0,0.0,0.0,0.0,0.0
627.0,3.0,0.0,0.0,0.0,0.0
627.0,3.0,0.0,0.0,0.0,0.0
627.0,3.0,0.0,0.0,0.0,0.0
627.0,3.0,0.0,0.0,0.0,0.0
627.0,3.0,0.0,0.0,0.0,0.0
637.0,3.0,10.0,0.0,1.43,0.0
637.0,3.0,0.0,0.0,1.43,0.0
637.0,3.0,0.0,0.0,1.43,0.0
637.0,3.0,0.0,0.0,1.43,0.0
637.0,3.0,0.0,0.0,1.43,0.0
637.0,3.0,0.0,0.0,1.43,0.0
637.0,3.0,0.0,0.0,1.43,0.0
637.0,3.0,0.0,0.0,0.0,0.0
637.0,3.0,0.0,0.0,0.0,0.0
637.0,3.0,0.0,0.0,0.0,0.0
637.0,3.0,0.0,0.0,0.0,0.0
637.0,3.0,0.0,0.0,0.0,0.0
637.0,3.0,0.0,0.0,0.0,0.0
637.0,3.0,0.0,0.0,0.0,0.0
643.0,3.0,6.0,0.0,0.86,0.0
643.0,3.0,0.0,0.0,0.86,0.0
643.0,3.0,0.0,0.0,0.86,0.0
643.0,3.0,0.0,0.0,0.86,0.0
643.0,3.0,0.0,0.0,0.86,0.0
643.0,3.0,0.0,0.0,0.86,0.0
643.0,3.0,0.0,0.0,0.86,0.0
645.0,3.0,2.0,0.0,0.29,0.0
645.0,3.0,0.0,0.0,0.29,0.0
645.0,3.0,0.0,0.0,0.29,0.0
645.0,3.0,0.0,0.0,0.29,0.0
645.0,3.0,0.0,0.0,0.29,0.0
645.0,3.0,0.0,0.0,0.29,0.0
645.0,3.0,0.0,0.0,0.29,0.0
647.0,3.0,2.0,0.0,0.29,0.0
647.0,3.0,0.0,0.0,0.29,0.0
647.0,3.0,0.0,0.0,0.29,0.0
647.0,3.0,0.0,0.0,0.29,0.0
647.0,3.0,0.0,0.0,0.29,0.0
647.0,3.0,0.0,0.0,0.29,0.0
647.0,3.0,0.0,0.0,0.29,0.0
647.0,3.0,0.0,0.0,0.0,0.0
647.0,3.0,0.0,0.0,0.0,0.0
647.0,3.0,0.0,0.0,0.0,0.0
647.0,3.0,0.0,0.0,0.0,0.0
647.0,3.0,0.0,0.0,0.0,0.0
647.0,3.0,0.0,0.0,0.0,0.0
647.0,3.0,0.0,0.0,0.0,0.0
651.0,3.0,4.0,0.0,0.57,0.0
651.0,3.0,0.0,0.0,0.57,0.0
651.0,3.0,0.0,0.0,0.57,0.0
651.0,3.0,0.0,0.0,0.57,0.0
651.0,3.0,0.0,0.0,0.57,0.0
651.0,3.0,0.0,0.0,0.57,0.0
651.0,3.0,0.0,0.0,0.57,0.0
655.0,3.0,4.0,0.0,0.57,0.0
655.0,3.0,0.0,0.0,0.57,0.0
655.0,3.0,0.0,0.0,0.57,0.0
655.0,3.0,0.0,0.0,0.57,0.0
655.0,3.0,0.0,0.0,0.57,0.0
655.0,3.0,0.0,0.0,0.57,0.0
655.0,3.0,0.0,0.0,0.57,0.0
657.0,3.0,2.0,0.0,0.29,0.0
657.0,3.0,0.0,0.0,0.29,0.0
657.0,3.0,0.0,0.0,0.29,0.0
657.0,3.0,0.0,0.0,0.29,0.0
657.0,3.0,0.0,0.0,0.29,0.0
657.0,3.0,0.0,0.0,0.29,0.0
657.0,3.0,0.0,0.0,0.29,0.0
659.0,3.0,2.0,0.0,0.29,0.0
659.0,3.0,0.0,0.0,0.29,0.0
659.0,3.0,0.0,0.0,0.29,0.0
659.0,3.0,0.0,0.0,0.29,0.0
659.0,3.0,0.0,0.0,0.29,0.0
659.0,3.0,0.0,0.0,0.29,0.0
659.0,3.0,0.0,0.0,0.29,0.0
659.0,3.0,0.0,0.0,0.0,0.0
659.0,3.0,0.0,0.0,0.0,0.0
659.0,3.0,0.0,0.0,0.0,0.0
659.0,3.0,0.0,0.0,0.0,0.0
659.0,3.0,0.0,0.0,0.0,0.0
659.0,3.0,0.0,0.0,0.0,0.0
659.0,3.0,0.0,0.0,0.0,0.0
667.0,3.0,8.0,0.0,1.14,0.0
667.0,3.0,0.0,0.0,1.14,0.0
667.0,3.0,0.0,0.0,1.14,0.0
667.0,3.0,0.0,0.0,1.14,0.0
667.0,3.0,0.0,0.0,1.14,0.0
667.0,3.0,0.0,0.0,1.14,0.0
667.0,3.0,0.0,0.0,1.14,0.0
675.0,3.0,8.0,0.0,1.14,0.0
675.0,3.0,0.0,0.0,1.14,0.0
675.0,3.0,0.0,0.0,1.14,0.0
675.0,3.0,0.0,0.0,1.14,0.0
675.0,3.0,0.0,0.0,1.14,0.0
675.0,3.0,0.0,0.0,1.14,0.0
675.0,3.0,0.0,0.0,1.14,0.0
681.0,3.0,6.0,0.0,0.86,0.0
681.0,3.0,0.0,0.0,0.86,0.0
681.0,3.0,0.0,0.0,0.86,0.0
681.0,3.0,0.0,0.0,0.86,0.0
681.0,3.0,0.0,0.0,0.86,0.0
681.0,3.0,0.0,0.0,0.86,0.0
681.0,3.0,0.0,0.0,0.86,0.0
691.0,3.0,10.0,0.0,1.43,0.0
691.0,3.0,0.0,0.0,1.43,0.0
691.0,3.0,0.0,0.0,1.43,0.0
691.0,3.0,0.0,0.0,1.43,0.0
691.0,3.0,0.0,0.0,1.43,0.0
691.0,3.0,0.0,0.0,1.43,0.0
691.0,3.0,0.0,0.0,1.43,0.0
695.0,3.0,4.0,0.0,0.57,0.0
695.0,3.0,0.0,0.0,0.57,0.0
695.0,3.0,0.0,0.0,0.57,0.0
695.0,3.0,0.0,0.0,0.57,0.0
695.0,3.0,0.0,0.0,0.57,0.0
695.0,3.0,0.0,0.0,0.57,0.0
695.0,3.0,0.0,0.0,0.57,0.0
695.0,3.0,0.0,0.0,0.0,0.0
695.0,3.0,0.0,0.0,0.0,0.0
695.0,3.0,0.0,0.0,0.0,0.0
695.0,3.0,0.0,0.0,0.0,0.0
695.0,3.0,0.0,0.0,0.0,0.0
695.0,3.0,0.0,0.0,0.0,0.0
695.0,3.0,0.0,0.0,0.0,0.0
695.0,3.0,0.0,0.0,0.0,0.0
695.0,3.0,0.0,0.0,0.0,0.0
695.0,3.0,0.0,0.0,0.0,0.0
695.0,3.0,0.0,0.0,0.0,0.0
695.0,3.0,0.0,0.0,0.0,0.0
695.0,3.0,0.0,0.0,0.0,0.0
695.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,2.0,0.0,0.29,0.0
697.0,3.0,0.0,0.0,0.29,0.0
697.0,3.0,0.0,0.0,0.29,0.0
697.0,3.0,0.0,0.0,0.29,0.0
697.0,3.0,0.0,0.0,0.29,0.0
697.0,3.0,0.0,0.0,0.29,0.0
697.0,3.0,0.0,0.0,0.29,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
697.0,3.0,0.0,0.0,0.0,0.0
699.0,3.0,2.0,0.0,0.29,0.0
699.0,3.0,0.0,0.0,0.29,0.0
699.0,3.0,0.0,0.0,0.29,0.0
699.0,3.0,0.0,0.0,0.29,0.0
699.0,3.0,0.0,0.0,0.29,0.0
699.0,3.0,0.0,0.0,0.29,0.0
699.0,3.0,0.0,0.0,0.29,0.0
699.0,3.0,0.0,0.0,0.0,0.0
699.0,3.0,0.0,0.0,0.0,0.0
699.0,3.0,0.0,0.0,0.0,0.0
699.0,3.0,0.0,0.0,0.0,0.0
699.0,3.0,0.0,0.0,0.0,0.0
699.0,3.0,0.0,0.0,0.0,0.0
699.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,2.0,0.0,0.29,0.0
701.0,3.0,0.0,0.0,0.29,0.0
701.0,3.0,0.0,0.0,0.29,0.0
701.0,3.0,0.0,0.0,0.29,0.0
701.0,3.0,0.0,0.0,0.29,0.0
701.0,3.0,0.0,0.0,0.29,0.0
701.0,3.0,0.0,0.0,0.29,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
701.0,3.0,0.0,0.0,0.0,0.0
703.0,3.0,2.0,0.0,0.29,0.0
703.0,3.0,0.0,0.0,0.29,0.0
703.0,3.0,0.0,0.0,0.29,0.0
703.0,3.0,0.0,0.0,0.29,0.0
703.0,3.0,0.0,0.0,0.29,0.0
703.0,3.0,0.0,0.0,0.29,0.0
703.0,3.0,0.0,0.0,0.29,0.0
705.0,3.0,2.0,0.0,0.29,0.0
705.0,3.0,0.0,0.0,0.29,0.0
705.0,3.0,0.0,0.0,0.29,0.0
705.0,3.0,0.0,0.0,0.29,0.0
705.0,3.0,0.0,0.0,0.29,0.0
705.0,3.0,0.0,0.0,0.29,0.0
705.0,3.0,0.0,0.0,0.29,0.0
705.0,3.0,0.0,0.0,0.0,0.0
705.0,3.0,0.0,0.0,0.0,0.0
705.0,3.0,0.0,0.0,0.0,0.0
705.0,3.0,0.0,0.0,0.0,0.0
705.0,3.0,0.0,0.0,0.0,0.0
705.0,3.0,0.0,0.0,0.0,0.0
705.0,3.0,0.0,0.0,0.0,0.0
709.0,3.0,4.0,0.0,0.57,0.0
709.0,3.0,0.0,0.0,0.57,0.0
709.0,3.0,0.0,0.0,0.57,0.0
709.0,3.0,0.0,0.0,0.57,0.0
709.0,3.0,0.0,0.0,0.57,0.0
709.0,3.0,0.0,0.0,0.57,0.0
709.0,3.0,0.0,0.0,0.57,0.0
724.0,3.0,15.0,0.0,2.14,0.0
724.0,3.0,0.0,0.0,2.14,0.0
724.0,3.0,0.0,0.0,2.14,0.0
724.0,3.0,0.0,0.0,2.14,0.0
724.0,3.0,0.0,0.0,2.14,0.0
724.0,3.0,0.0,0.0,2.14,0.0
724.0,3.0,0.0,0.0,2.14,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
724.0,3.0,0.0,0.0,0.0,0.0
725.0,3.0,1.0,0.0,0.14,0.0
725.0,3.0,0.0,0.0,0.14,0.0
725.0,3.0,0.0,0.0,0.14,0.0
725.0,3.0,0.0,0.0,0.14,0.0
725.0,3.0,0.0,0.0,0.14,0.0
725.0,3.0,0.0,0.0,0.14,0.0
725.0,3.0,0.0,0.0,0.14,0.0
725.0,3.0,0.0,0.0,0.0,0.0
725.0,3.0,0.0,0.0,0.0,0.0
725.0,3.0,0.0,0.0,0.0,0.0
725.0,3.0,0.0,0.0,0.0,0.0
725.0,3.0,0.0,0.0,0.0,0.0
725.0,3.0,0.0,0.0,0.0,0.0
725.0,3.0,0.0,0.0,0.0,0.0
725.0,3.0,0.0,0.0,0.0,0.0
725.0,3.0,0.0,0.0,0.0,0.0
725.0,3.0,0.0,0.0,0.0,0.0
725.0,3.0,0.0,0.0,0.0,0.0
725.0,3.0,0.0,0.0,0.0,0.0
725.0,3.0,0.0,0.0,0.0,0.0
725.0,3.0,0.0,0.0,0.0,0.0
725.0,3.0,0.0,0.0,0.0,0.0
725.0,3.0,0.0,0.0,0.0,0.0
