fecha,hora,latitud,longitud,profundidad,magnitud,intensidad,referencia,reporte_acelerometrico_pdf
,,-16.44,-71.48,137,5.3,"III Arequipa, Pedregal, Vitor, Uchumayo; II Mollendo, Quilca, Camana, Aplao, Moquegua",8 km al SE de Arequipa,
,,-15.74,-71.81,11,3.4,II Maca,12 km al Sur-SO de Maca,
,,-18.26,-69.97,110,4.6,II Tacna,40 Km al Sur-Este de Tacna,
,,-11.91,-76.31,17,3.3,II Matucana,10 km al Sur-Este de Matucana-Lima,
,,-11.87,-76.32,14,3.4,II Matucana,8 km al Este-SE de Matucana,
,,-15.79,-72.01,13,3.6,II Cabanaconde,13 km al Este-SE de Huambo,
,,-14.74,-73.62,10,3.9,III Pampamarca,21 km al Sur-SO de Pampamarca-Ayacucho,
,,-14.53,-75.71,36,4.6,"III-IV Ica, La Tinguiña; III Pisco; II Nazca, Palpa, Chincha",51 km al sur de Ica - Ica,
,,-11.32,-74.78,13,4,II Satipo,17 km al Oeste-SO de Satipo-Junin,
,,-11.92,-76.33,17,3.5,II Matucana,11 km al Sur-Este de Matucana-Lima,
,,-11.98,-77.7,19,4.1,"II Callao, Lima",62 km al Oeste de Callao,
,,-5.95,-77.33,17,4.6,"III Nueva Cajamarca, Rioja; II Moyobamba",3 km al Sur-Oeste de Nueva Cajamarca,
,,-13.29,-74.92,86,4.3,II Castrovirreyna,27 km al Este de Castrovirreyna,
,,-5.93,-77.37,19,4,"III Nueva Cajamarca; II Rioja, Moyobamba",7 km al Oeste de Nueva Cajamarca,
,,-5.94,-77.37,19,4.2,"III Nueva Cajamarca; II Rioja, Moyobamba",6 km al Oeste de Nueva Cajamarca - san Martín,
,,-10.83,-73.98,117,4.7,II Atalaya,27 km al Oeste-SO de Atalaya,
,,-11.12,-75.32,16,3.8,II-III La Merced,9 km al Sur-SO de la Merced,
,,-14.54,-73.56,13,3.5,II Pampamarca,57 km Norte-NE de Coracora-Ayacucho,
,,-11.89,-76.34,13,3.5,II Matucana,7 km al Sur-Este de Matucana,
,,-11.92,-76.33,17,3.5,II Matucana,11 km al Sur-Este de Matucana-Lima,
,,-11.89,-76.32,17,3.7,"II Matucana, Lima",9 km al Sur-Este de Matucana,
,,-14.59,-73.58,10,3.5,II Pampamarca,04 km al Sur-SO de Pampamarca,
,,-4.28,-80.82,47,4.7,II-III Mancora,31 km al SE de Máncora,
,,-9.64,-75.49,118,4.4,II Huanuco,5 km al NO de Codo del Pozuzo,
,,-17.3,-70.92,16,3.6,II Moquegua,13 km al Sur de Moquegua,
,,-12.32,-77.33,42,3.5,II Lima,36 km al SO de Callao,
,,-18.7,-69.97,92,6.3,"IV Tacna, Moquegua, Ilo; III Arequipa",83 km al Sur-SE de Tacna,
,,-18.68,-69.95,92,4.8,II Tacna,81 km al Sur-SE de Tacna,
,,-14.54,-73.55,14,3.5,II Pampamarca,03 km al Norte-NE de Pampamarca,
,,-12.69,-77,52,4,"II Chilca, Lima",35 km al SO de Chilca,
,,-14.56,-73.58,13,3.7,II Pampamarca,2 km al Oeste-NO de Pampamarca,
,,-14.55,-73.52,13,3.5,II Pampamarca,5 km al Este-NE de Pampamarca,
,,-11.91,-76.35,22,4.3,"III Matucana; II Chosica, San Mateo, Lima",9 km Sur-SE de Matucana,
,,-11.91,-76.33,19,3.5,II Matucana,10 km al SE de Matucana,
,,-5.48,-80.3,58,4,II Chulucanas,46 km al Sur-SO de Chulucanas,
,,-16.66,-72.56,45,3.6,II Camaná,16 km al Este-SE de Camaná,
,,-14.58,-73.55,14,3.6,II-III Pampamarca,2 Km al Sur-SE de Pampamarca-Ayacucho,
,,-16.58,-73.56,16,4.3,"II Atico, Ocoña",42 kmal Sur de Atico-Arequipa,
,,-9.14,-79.3,47,4.4,"II-III Chimbote; II Samanco, Salaverry, Trujillo",78 km al Oeste de Chimbote-Ancash,
,,-15.33,-74.14,116,4.9,"III-IV Pullo, Acarí; III Coracora, Chala, Yauca, Nazca; II Puquio, Ica",37 km al Oeste-SO de Pullo-Ayacucho,
,,-5.39,-75.72,50,4.5,"III Lagunas, Yurimaguas; II Pampa Hermosa",19 km al Sur-SO de Lagunas-Loreto.,
,,-12.41,-77.45,34,4.7,"III-IV Callao, Lima; II-III Chilca; II Chosica, Huaral, Mala",52 km al SO de Callao-Lima,
,,-14.58,-73.54,7,3.4,II Pampamarca,3 km al SE de Pampamarca-Ayacucho,
,,-17.73,-70.4,43,3.8,"II Tacna, Locumba",35 km al Norte-NO de Tacna,
,,-16.27,-73.53,34,4.3,"II Atico, Caraveli",11 km al Este-SE de Atico-Arequipa,
,,-12.03,-77.03,90,3.6,II Lima,01 km Norte-NO de Lima-Lima,
,,-8.47,-80.23,35,4.7,"II Trujillo, San Pedro de Lloc, Salaverry, Chepen",138 km al O-SO de Trujillo-La Libertad,
,,-4.02,-80.78,30,4.3,"III Máncora, Punta Sal ",30 km al Este-NE de Máncora-Piura,
,,-16.42,-73.46,27,4.6,"III Atico, Ocoña; II Carvelí, Camaná",29 km al SE de Atico -Arequipa,
,,-10.81,-74.81,112,5.6,"IV Satipo, Puerto Bermudez, Villa Rica, La Merced, Oxapampa; III Tarma; II Huanuco, Lima, Callao",53 km al Norte-NO de Satipo-Junin,
,,-14.55,-73.61,7,3.3,II Pampamarca,5 km al Oeste-NO de Pampamarca-Ayacucho,
,,-11.9,-76.34,10,3.4,II Matucana,9 km al SE de Matucana-Lima,
,,-11.8,-77.63,47,4.3,"III Ancón, Callao; II Huacho",51 km al Oeste de Ancón-Lima,
,,-8.58,-75.71,14,4.1,II Aguaytía,31 km al NO de Aguaytía-Ucayali,
,,-11.19,-78.13,42,4.1,II Puerto Supe,63 km al SO de Puerto Supe-Lima,
,,-11.94,-76.38,23,3.9,II Matucana,11 km al Sur de Matucana-Lima,
,,-15.68,-71.86,10,3.1,II Maca,10 km al Oeste de Maca-Arequipa,
,,-16.08,-74.18,10,3.5,II Chala,25 km al Sur-SE de Chala-Arequipa,
,,-8.61,-74.31,155,5.1,II Pucallpa,36 km al SE de Pucallpa -Ucayali,
,,-14.94,-75.4,63,4.4,"II Palpa, Nazca",52 km al Sur-SO de Palpa-Ica,
,,-13.52,-77.02,48,4.7,II Lima,165 km al Sur de Lima-Lima,
,,-17.31,-71.36,21,3.7,"II Ilo, Moquegua, Mollendo",34 km al Norte de Ilo-Moquegua,
,,-13.61,-76.19,53,3.8,"II Pisco, Chincha",12 km al Norte de Pisco,
,,-16.25,-72.11,118,4.2,"II Arequipa, Camana",63 km al Oeste-NO de Arequipa-Arequipa,
,,-11.91,-76.36,15,3.6,II Matucana,9 km al Sur-SE de Matucana-Lima,
,,-14.58,-75.57,42,4.4,"II Ica, Palpa, Nazca",59 km al Sur-SE de Ica-Ica,
,,-7.24,-80.96,29,4.7,II Chiclayo,134 km al Oeste-SO de Chiclayo-Lambayeque,
,,-11.93,-76.38,24,3.8,II Matucana,11 km al Sur de Matucana - Lima,
,,-2.44,-80.01,75,5.4,II Zarumilla,122 km al Norte-NE de Zarumilla-Tumbes,
,,-2.99,-79.62,35,5.5,"II-III Zarumilla, Tumbes; II Sullana",92 km al Norte-Este de Zarumilla-Tumbes,
,,-4.27,-80.82,29,4.5,III Mancora; II Talara,30 km al SE de Mancora-Piura,
,,-15.64,-71.62,8,3.6,II Chivay,3 km al Oeste-SO de Chivay- Arequipa,
,,-11.9,-76.35,13,3.5,II Matucana,8 km al SE de Matucana-Lima,
,,-12.54,-77.16,37,3.7,II Lima,58 km al Sur-SO de Lima-Lima,
,,-14.46,-75.85,45,4,II Ica,46 km al Sur-SO de Ica-Ica,
,,-12.07,-77.63,41,4.1,"III Callao, Lima; II Ancón, Chosica",53 km al Oeste de Callao-Lima,
,,-8.74,-74.59,156,5.1,"III-IV Pucallpa, Puerto Inka; III Huanuco; II-III Oxapampa; II Lima",42 km al Sur de Pucallpa-Ucayali,
,,-12.16,-76.25,110,4.7,"III Matucana, Lima; II Calango",38 km al Sur-SE de Matucana-Lima,
,,-13.6,-76.21,34,4,II Pisco,13 km al norte de Pisco-Ica,
,,-14.57,-73.58,6,3.6,II-III Pampamarca,3 km al Oeste-SO de Pampamarca-Ayacucho,
,,-14.58,-76.37,12,5.6,"IV La tinguiña, Pisco, III Tambo de Mora, Chincha Alta, Palpa",90 km SO de Ica-Ica,
,,-14.56,-73.54,7,3.3,II Pampamarca,30 km al este de Pampamarca-Ayacucho ,
,,-14.55,-76.34,10,4.5,II Ica,86 km al SO de Ica-Ica,
,,-5.56,-80.76,33,3.9,II Sechura,7 km al Este de Sechura-Piura,
,,-9.51,-77.56,8,3.6,II Huaraz,4 km al Oeste-NO de Huaraz-Ancash,
,,-15.4,-75.71,47,4.6,II Nazca,105 km al SO de Nazca-Ica,
,,-4.31,-80.23,28,4.7,II Chulucanas,87 km al Norte de Chulucanas,
,,-8.43,-79.26,58,3.9,II Salaverry,42 km al SO de Salaverry-La Libertad,
,,-15.91,-72.89,15,3.9,II Chuquibamba,27 km al Oeste-SO de Chuquibamba-Arequipa,
,,-18.17,-70.85,24,3.8,II Ilo,79 km SE de Ilo-Moquegua,
,,-16.56,-73.05,44,3.8,"II Ocoña, Camaná",15 km al Sur-SE de Ocoña-Arequipa,
,,-9.08,-75.88,13,4.8,III Aucayacu,28 km al Este de Aucayacu - Huanuco ,
,,-16.41,-72.05,32,3.8,II Vitor,15 km al Oeste-NO de Vitor-Arequipa,
,,-11.19,-76.03,14,3.7,III Junín,5 km al SO de Junín-Junín,
,,-14.28,-74.48,96,4.8,II Huanca Sancos,43 km al Sur-SO de Huanca Sancos-Ayacucho,
,,-11.36,-77.82,61,4.1,II Huacho,36 km al SO de Huacho-Lima,
,,-17.68,-69.59,160,4.8,II-III Tacna,53 km al Este-SE de Tarata-Tacna,
,,-5.8,-79.66,108,4.8,III Lambayeque; II Chiclayo,34 km al NE de Olmos-Lambayeque,
,,-13.12,-74.47,71,4.7,III Ayacucho,28 km al Oeste de Ayacucho,
,,-19.4,-69.83,138,5.3,II Tacna,161 km al Sur-SE de Tacna-Tacna,
