FECHA_CORTE;ANIO;NOM_MES;TOTAL_PAGANTES;TOTAL_NOPAGANTES;TOTAL
20250123;2007;Enero;487;0;487
20250123;2007;Enero;156;0;156
20250123;2007;Enero;643;0;643
20250123;2007;Febrero;310;0;310
20250123;2007;Febrero;122;0;122
20250123;2007;Febrero;432;0;432
20250123;2007;Marzo;227;0;227
20250123;2007;Marzo;232;0;232
20250123;2007;Marzo;459;0;459
20250123;2007;Abril;393;0;393
20250123;2007;Abril;198;0;198
20250123;2007;Abril;591;0;591
20250123;2007;Mayo;408;0;408
20250123;2007;Mayo;302;0;302
20250123;2007;Mayo;710;0;710
20250123;2007;Junio;643;0;643
20250123;2007;Junio;309;0;309
20250123;2007;Junio;952;0;952
20250123;2007;Julio;1,122;0;1,122
20250123;2007;Julio;912;0;912
20250123;2007;Julio;2,034;0;2,034
20250123;2007;Agosto;1,942;0;1,942
20250123;2007;Agosto;722;0;722
20250123;2007;Agosto;2,664;0;2,664
20250123;2007;Setiembre;1,012;0;1,012
20250123;2007;Setiembre;419;0;419
20250123;2007;Setiembre;1,431;0;1,431
20250123;2007;Octubre;1,110;0;1,110
20250123;2007;Octubre;338;0;338
20250123;2007;Octubre;1,448;0;1,448
20250123;2007;Noviembre;1,772;0;1,772
20250123;2007;Noviembre;397;0;397
20250123;2007;Noviembre;2,169;0;2,169
20250123;2007;Diciembre;977;0;977
20250123;2007;Diciembre;327;0;327
20250123;2007;Diciembre;1,304;0;1,304
20250123;2007;Enero;1,859;52;1,911
20250123;2007;Enero;493;0;493
20250123;2007;Enero;2,352;52;2,404
20250123;2007;Febrero;1,387;73;1,460
20250123;2007;Febrero;321;0;321
20250123;2007;Febrero;1,708;73;1,781
20250123;2007;Marzo;957;54;1,011
20250123;2007;Marzo;292;0;292
20250123;2007;Marzo;1,249;54;1,303
20250123;2007;Abril;3,289;71;3,360
20250123;2007;Abril;475;0;475
20250123;2007;Abril;3,764;71;3,835
20250123;2007;Mayo;1,777;65;1,842
20250123;2007;Mayo;570;0;570
20250123;2007;Mayo;2,347;65;2,412
20250123;2007;Junio;2,771;59;2,830
20250123;2007;Junio;776;0;776
20250123;2007;Junio;3,547;59;3,606
20250123;2007;Julio;4,268;105;4,373
20250123;2007;Julio;1,401;0;1,401
20250123;2007;Julio;5,669;105;5,774
20250123;2007;Agosto;4,661;47;4,708
20250123;2007;Agosto;1,546;0;1,546
20250123;2007;Agosto;6,207;47;6,254
20250123;2007;Setiembre;3,874;116;3,990
20250123;2007;Setiembre;743;0;743
20250123;2007;Setiembre;4,617;116;4,733
20250123;2007;Octubre;13,890;32;13,922
20250123;2007;Octubre;692;0;692
20250123;2007;Octubre;14,582;32;14,614
20250123;2007;Noviembre;13,458;140;13,598
20250123;2007;Noviembre;360;0;360
20250123;2007;Noviembre;13,818;140;13,958
20250123;2007;Diciembre;4,571;155;4,726
20250123;2007;Diciembre;491;0;491
20250123;2007;Diciembre;5,062;155;5,217
20250123;2007;Enero;14;0;14
20250123;2007;Enero;0;0;0
20250123;2007;Enero;14;0;14
20250123;2007;Febrero;164;0;164
20250123;2007;Febrero;6;0;6
20250123;2007;Febrero;170;0;170
20250123;2007;Marzo;22;0;22
20250123;2007;Marzo;1;0;1
20250123;2007;Marzo;23;0;23
20250123;2007;Abril;8;0;8
20250123;2007;Abril;1;0;1
20250123;2007;Abril;9;0;9
20250123;2007;Mayo;33;0;33
20250123;2007;Mayo;2;0;2
20250123;2007;Mayo;35;0;35
20250123;2007;Junio;171;0;171
20250123;2007;Junio;0;0;0
20250123;2007;Junio;171;0;171
20250123;2007;Julio;34;0;34
20250123;2007;Julio;4;0;4
20250123;2007;Julio;38;0;38
20250123;2007;Agosto;63;0;63
20250123;2007;Agosto;2;0;2
20250123;2007;Agosto;65;0;65
20250123;2007;Setiembre;491;0;491
20250123;2007;Setiembre;6;0;6
20250123;2007;Setiembre;497;0;497
20250123;2007;Octubre;2,152;0;2,152
20250123;2007;Octubre;2;0;2
20250123;2007;Octubre;2,154;0;2,154
20250123;2007;Noviembre;175;0;175
20250123;2007;Noviembre;1;0;1
20250123;2007;Noviembre;176;0;176
20250123;2007;Diciembre;21;0;21
20250123;2007;Diciembre;0;0;0
20250123;2007;Diciembre;21;0;21
20250123;2007;Enero;99;121;220
20250123;2007;Enero;32;0;32
20250123;2007;Enero;131;121;252
20250123;2007;Febrero;82;55;137
20250123;2007;Febrero;16;0;16
20250123;2007;Febrero;98;55;153
20250123;2007;Marzo;26;51;77
20250123;2007;Marzo;35;0;35
20250123;2007;Marzo;61;51;112
20250123;2007;Abril;188;135;323
20250123;2007;Abril;38;0;38
20250123;2007;Abril;226;135;361
20250123;2007;Mayo;126;98;224
20250123;2007;Mayo;18;0;18
20250123;2007;Mayo;144;98;242
20250123;2007;Junio;129;41;170
20250123;2007;Junio;46;0;46
20250123;2007;Junio;175;41;216
20250123;2007;Julio;309;37;346
20250123;2007;Julio;309;0;309
20250123;2007;Julio;618;37;655
20250123;2007;Agosto;328;34;362
20250123;2007;Agosto;74;0;74
20250123;2007;Agosto;402;34;436
20250123;2007;Setiembre;153;298;451
20250123;2007;Setiembre;0;0;0
20250123;2007;Setiembre;153;298;451
20250123;2007;Octubre;139;91;230
20250123;2007;Octubre;91;0;91
20250123;2007;Octubre;230;91;321
20250123;2007;Noviembre;23;337;360
20250123;2007;Noviembre;170;0;170
20250123;2007;Noviembre;193;337;530
20250123;2007;Diciembre;59;218;277
20250123;2007;Diciembre;40;0;40
20250123;2007;Diciembre;99;218;317
20250123;2007;Enero;103;0;103
20250123;2007;Enero;74;0;74
20250123;2007;Enero;177;0;177
20250123;2007;Febrero;104;0;104
20250123;2007;Febrero;49;0;49
20250123;2007;Febrero;153;0;153
20250123;2007;Marzo;60;0;60
20250123;2007;Marzo;27;0;27
20250123;2007;Marzo;87;0;87
20250123;2007;Abril;227;0;227
20250123;2007;Abril;81;0;81
20250123;2007;Abril;308;0;308
20250123;2007;Mayo;163;0;163
20250123;2007;Mayo;70;0;70
20250123;2007;Mayo;233;0;233
20250123;2007;Junio;117;0;117
20250123;2007;Junio;48;0;48
20250123;2007;Junio;165;0;165
20250123;2007;Julio;185;0;185
20250123;2007;Julio;83;0;83
20250123;2007;Julio;268;0;268
20250123;2007;Agosto;179;0;179
20250123;2007;Agosto;159;0;159
20250123;2007;Agosto;338;0;338
20250123;2007;Setiembre;282;0;282
20250123;2007;Setiembre;178;0;178
20250123;2007;Setiembre;460;0;460
20250123;2007;Octubre;205;0;205
20250123;2007;Octubre;118;0;118
20250123;2007;Octubre;323;0;323
20250123;2007;Noviembre;207;0;207
20250123;2007;Noviembre;113;0;113
20250123;2007;Noviembre;320;0;320
20250123;2007;Diciembre;72;0;72
20250123;2007;Diciembre;71;0;71
20250123;2007;Diciembre;143;0;143
20250123;2007;Enero;4;0;4
20250123;2007;Enero;0;0;0
20250123;2007;Enero;4;0;4
20250123;2007;Febrero;0;0;0
20250123;2007;Febrero;0;0;0
20250123;2007;Febrero;0;0;0
20250123;2007;Marzo;4;0;4
20250123;2007;Marzo;0;0;0
20250123;2007;Marzo;4;0;4
20250123;2007;Abril;10;0;10
20250123;2007;Abril;0;0;0
20250123;2007;Abril;10;0;10
20250123;2007;Mayo;41;0;41
20250123;2007;Mayo;0;0;0
20250123;2007;Mayo;41;0;41
20250123;2007;Junio;23;0;23
20250123;2007;Junio;0;0;0
20250123;2007;Junio;23;0;23
20250123;2007;Julio;38;0;38
20250123;2007;Julio;0;0;0
20250123;2007;Julio;38;0;38
20250123;2007;Agosto;126;0;126
20250123;2007;Agosto;0;0;0
20250123;2007;Agosto;126;0;126
20250123;2007;Setiembre;82;0;82
20250123;2007;Setiembre;0;0;0
20250123;2007;Setiembre;82;0;82
20250123;2007;Octubre;80;0;80
20250123;2007;Octubre;0;0;0
20250123;2007;Octubre;80;0;80
20250123;2007;Noviembre;22;0;22
20250123;2007;Noviembre;0;0;0
20250123;2007;Noviembre;22;0;22
20250123;2007;Diciembre;7;0;7
20250123;2007;Diciembre;0;0;0
20250123;2007;Diciembre;7;0;7
20250123;2007;Enero;0;0;0
20250123;2007;Enero;0;0;0
20250123;2007;Enero;0;0;0
20250123;2007;Febrero;0;0;0
20250123;2007;Febrero;0;0;0
20250123;2007;Febrero;0;0;0
20250123;2007;Marzo;0;0;0
20250123;2007;Marzo;0;0;0
20250123;2007;Marzo;0;0;0
20250123;2007;Abril;300;0;300
20250123;2007;Abril;120;0;120
20250123;2007;Abril;420;0;420
20250123;2007;Mayo;0;0;0
20250123;2007;Mayo;0;0;0
20250123;2007;Mayo;0;0;0
20250123;2007;Junio;0;0;0
20250123;2007;Junio;0;0;0
20250123;2007;Junio;0;0;0
20250123;2007;Julio;173;0;173
20250123;2007;Julio;6;0;6
20250123;2007;Julio;179;0;179
20250123;2007;Agosto;49;0;49
20250123;2007;Agosto;2;0;2
20250123;2007;Agosto;51;0;51
20250123;2007;Setiembre;93;0;93
20250123;2007;Setiembre;3;0;3
20250123;2007;Setiembre;96;0;96
20250123;2007;Octubre;188;0;188
20250123;2007;Octubre;0;0;0
20250123;2007;Octubre;188;0;188
20250123;2007;Noviembre;386;0;386
20250123;2007;Noviembre;1;0;1
20250123;2007;Noviembre;387;0;387
20250123;2007;Diciembre;405;0;405
20250123;2007;Diciembre;0;0;0
20250123;2007;Diciembre;405;0;405
20250123;2007;Enero;965;0;965
20250123;2007;Enero;251;0;251
20250123;2007;Enero;1,216;0;1,216
20250123;2007;Febrero;1,071;0;1,071
20250123;2007;Febrero;338;0;338
20250123;2007;Febrero;1,409;0;1,409
20250123;2007;Marzo;628;0;628
20250123;2007;Marzo;203;0;203
20250123;2007;Marzo;831;0;831
20250123;2007;Abril;1,777;0;1,777
20250123;2007;Abril;214;0;214
20250123;2007;Abril;1,991;0;1,991
20250123;2007;Mayo;686;0;686
20250123;2007;Mayo;135;0;135
20250123;2007;Mayo;821;0;821
20250123;2007;Junio;1,326;0;1,326
20250123;2007;Junio;220;0;220
20250123;2007;Junio;1,546;0;1,546
20250123;2007;Julio;1,874;0;1,874
20250123;2007;Julio;325;0;325
20250123;2007;Julio;2,199;0;2,199
20250123;2007;Agosto;2,315;0;2,315
20250123;2007;Agosto;297;0;297
20250123;2007;Agosto;2,612;0;2,612
20250123;2007;Setiembre;1,826;0;1,826
20250123;2007;Setiembre;170;0;170
20250123;2007;Setiembre;1,996;0;1,996
20250123;2007;Octubre;7,041;0;7,041
20250123;2007;Octubre;162;0;162
20250123;2007;Octubre;7,203;0;7,203
20250123;2007;Noviembre;7,426;0;7,426
20250123;2007;Noviembre;177;0;177
20250123;2007;Noviembre;7,603;0;7,603
20250123;2007;Diciembre;2,075;0;2,075
20250123;2007;Diciembre;75;0;75
20250123;2007;Diciembre;2,150;0;2,150
20250123;2007;Enero;2,381;0;2,381
20250123;2007;Enero;252;0;252
20250123;2007;Enero;2,633;0;2,633
20250123;2007;Febrero;3,303;0;3,303
20250123;2007;Febrero;173;0;173
20250123;2007;Febrero;3,476;0;3,476
20250123;2007;Marzo;1,650;0;1,650
20250123;2007;Marzo;190;0;190
20250123;2007;Marzo;1,840;0;1,840
20250123;2007;Abril;2,418;0;2,418
20250123;2007;Abril;590;0;590
20250123;2007;Abril;3,008;0;3,008
20250123;2007;Mayo;1,480;0;1,480
20250123;2007;Mayo;176;0;176
20250123;2007;Mayo;1,656;0;1,656
20250123;2007;Junio;2,068;0;2,068
20250123;2007;Junio;232;0;232
20250123;2007;Junio;2,300;0;2,300
20250123;2007;Julio;3,472;0;3,472
20250123;2007;Julio;618;0;618
20250123;2007;Julio;4,090;0;4,090
20250123;2007;Agosto;3,467;0;3,467
20250123;2007;Agosto;523;0;523
20250123;2007;Agosto;3,990;0;3,990
20250123;2007;Setiembre;2,391;0;2,391
20250123;2007;Setiembre;173;0;173
20250123;2007;Setiembre;2,564;0;2,564
20250123;2007;Octubre;8,828;0;8,828
20250123;2007;Octubre;281;0;281
20250123;2007;Octubre;9,109;0;9,109
20250123;2007;Noviembre;11,371;0;11,371
20250123;2007;Noviembre;174;0;174
20250123;2007;Noviembre;11,545;0;11,545
20250123;2007;Diciembre;5,198;0;5,198
20250123;2007;Diciembre;135;0;135
20250123;2007;Diciembre;5,333;0;5,333
20250123;2007;Enero;31;0;31
20250123;2007;Enero;1;0;1
20250123;2007;Enero;32;0;32
20250123;2007;Febrero;58;0;58
20250123;2007;Febrero;0;0;0
20250123;2007;Febrero;58;0;58
20250123;2007;Marzo;14;0;14
20250123;2007;Marzo;1;0;1
20250123;2007;Marzo;15;0;15
20250123;2007;Abril;47;0;47
20250123;2007;Abril;0;0;0
20250123;2007;Abril;47;0;47
20250123;2007;Mayo;84;0;84
20250123;2007;Mayo;0;0;0
20250123;2007;Mayo;84;0;84
20250123;2007;Junio;146;0;146
20250123;2007;Junio;22;0;22
20250123;2007;Junio;168;0;168
20250123;2007;Julio;106;0;106
20250123;2007;Julio;0;0;0
20250123;2007;Julio;106;0;106
20250123;2007;Agosto;123;0;123
20250123;2007;Agosto;66;0;66
20250123;2007;Agosto;189;0;189
20250123;2007;Setiembre;259;0;259
20250123;2007;Setiembre;22;0;22
20250123;2007;Setiembre;281;0;281
20250123;2007;Octubre;96;0;96
20250123;2007;Octubre;20;0;20
20250123;2007;Octubre;116;0;116
20250123;2007;Noviembre;108;0;108
20250123;2007;Noviembre;0;0;0
20250123;2007;Noviembre;108;0;108
20250123;2007;Diciembre;53;0;53
20250123;2007;Diciembre;5;0;5
20250123;2007;Diciembre;58;0;58
20250123;2007;Enero;6,095;4;6,099
20250123;2007;Enero;5,663;0;5,663
20250123;2007;Enero;11,758;4;11,762
20250123;2007;Febrero;0;0;0
20250123;2007;Febrero;0;0;0
20250123;2007;Febrero;0;0;0
20250123;2007;Marzo;6,528;36;6,564
20250123;2007;Marzo;5,027;1;5,028
20250123;2007;Marzo;11,555;37;11,592
20250123;2007;Abril;6,763;131;6,894
20250123;2007;Abril;4,727;9;4,736
20250123;2007;Abril;11,490;140;11,630
20250123;2007;Mayo;7,338;5;7,343
20250123;2007;Mayo;4,748;1;4,749
20250123;2007;Mayo;12,086;6;12,092
20250123;2007;Junio;7,106;76;7,182
20250123;2007;Junio;4,861;0;4,861
20250123;2007;Junio;11,967;76;12,043
20250123;2007;Julio;7,302;236;7,538
20250123;2007;Julio;4,932;0;4,932
20250123;2007;Julio;12,234;236;12,470
20250123;2007;Agosto;7,136;200;7,336
20250123;2007;Agosto;4,899;0;4,899
20250123;2007;Agosto;12,035;200;12,235
20250123;2007;Setiembre;7,030;107;7,137
20250123;2007;Setiembre;4,713;0;4,713
20250123;2007;Setiembre;11,743;107;11,850
20250123;2007;Octubre;7,157;10;7,167
20250123;2007;Octubre;4,863;0;4,863
20250123;2007;Octubre;12,020;10;12,030
20250123;2007;Noviembre;6,893;2;6,895
20250123;2007;Noviembre;4,790;0;4,790
20250123;2007;Noviembre;11,683;2;11,685
20250123;2007;Diciembre;6,096;28;6,124
20250123;2007;Diciembre;4,325;0;4,325
20250123;2007;Diciembre;10,421;28;10,449
20250123;2007;Enero;318;0;318
20250123;2007;Enero;376;0;376
20250123;2007;Enero;694;0;694
20250123;2007;Febrero;0;0;0
20250123;2007;Febrero;0;0;0
20250123;2007;Febrero;0;0;0
20250123;2007;Marzo;83;0;83
20250123;2007;Marzo;66;0;66
20250123;2007;Marzo;149;0;149
20250123;2007;Abril;175;0;175
20250123;2007;Abril;84;0;84
20250123;2007;Abril;259;0;259
20250123;2007;Mayo;128;3;131
20250123;2007;Mayo;65;0;65
20250123;2007;Mayo;193;3;196
20250123;2007;Junio;146;0;146
20250123;2007;Junio;85;0;85
20250123;2007;Junio;231;0;231
20250123;2007;Julio;266;7;273
20250123;2007;Julio;146;0;146
20250123;2007;Julio;412;7;419
20250123;2007;Agosto;138;0;138
20250123;2007;Agosto;65;0;65
20250123;2007;Agosto;203;0;203
20250123;2007;Setiembre;96;0;96
20250123;2007;Setiembre;50;0;50
20250123;2007;Setiembre;146;0;146
20250123;2007;Octubre;103;2;105
20250123;2007;Octubre;44;0;44
20250123;2007;Octubre;147;2;149
20250123;2007;Noviembre;50;35;85
20250123;2007;Noviembre;27;0;27
20250123;2007;Noviembre;77;35;112
20250123;2007;Diciembre;41;0;41
20250123;2007;Diciembre;21;0;21
20250123;2007;Diciembre;62;0;62
20250123;2007;Enero;9;0;9
20250123;2007;Enero;678;0;678
20250123;2007;Enero;687;0;687
20250123;2007;Febrero;0;0;0
20250123;2007;Febrero;0;0;0
20250123;2007;Febrero;0;0;0
20250123;2007;Marzo;28;0;28
20250123;2007;Marzo;974;0;974
20250123;2007;Marzo;1,002;0;1,002
20250123;2007;Abril;36;0;36
20250123;2007;Abril;946;0;946
20250123;2007;Abril;982;0;982
20250123;2007;Mayo;75;0;75
20250123;2007;Mayo;949;0;949
20250123;2007;Mayo;1,024;0;1,024
20250123;2007;Junio;22;8;30
20250123;2007;Junio;654;0;654
20250123;2007;Junio;676;8;684
20250123;2007;Julio;26;8;34
20250123;2007;Julio;696;0;696
20250123;2007;Julio;722;8;730
20250123;2007;Agosto;39;0;39
20250123;2007;Agosto;902;0;902
20250123;2007;Agosto;941;0;941
20250123;2007;Setiembre;24;0;24
20250123;2007;Setiembre;740;0;740
20250123;2007;Setiembre;764;0;764
20250123;2007;Octubre;103;0;103
20250123;2007;Octubre;1,085;0;1,085
20250123;2007;Octubre;1,188;0;1,188
20250123;2007;Noviembre;74;34;108
20250123;2007;Noviembre;1,030;0;1,030
20250123;2007;Noviembre;1,104;34;1,138
20250123;2007;Diciembre;32;5;37
20250123;2007;Diciembre;758;0;758
20250123;2007;Diciembre;790;5;795
20250123;2007;Enero;156;451;607
20250123;2007;Enero;4,486;56;4,542
20250123;2007;Enero;4,642;507;5,149
20250123;2007;Febrero;101;442;543
20250123;2007;Febrero;3,683;28;3,711
20250123;2007;Febrero;3,784;470;4,254
20250123;2007;Marzo;75;582;657
20250123;2007;Marzo;5,964;19;5,983
20250123;2007;Marzo;6,039;601;6,640
20250123;2007;Abril;127;359;486
20250123;2007;Abril;6,349;70;6,419
20250123;2007;Abril;6,476;429;6,905
20250123;2007;Mayo;75;217;292
20250123;2007;Mayo;6,216;41;6,257
20250123;2007;Mayo;6,291;258;6,549
20250123;2007;Junio;147;130;277
20250123;2007;Junio;5,689;49;5,738
20250123;2007;Junio;5,836;179;6,015
20250123;2007;Julio;102;416;518
20250123;2007;Julio;7,816;181;7,997
20250123;2007;Julio;7,918;597;8,515
20250123;2007;Agosto;115;344;459
20250123;2007;Agosto;11,564;212;11,776
20250123;2007;Agosto;11,679;556;12,235
20250123;2007;Setiembre;167;1,949;2,116
20250123;2007;Setiembre;8,013;47;8,060
20250123;2007;Setiembre;8,180;1,996;10,176
20250123;2007;Octubre;70;907;977
20250123;2007;Octubre;7,775;39;7,814
20250123;2007;Octubre;7,845;946;8,791
20250123;2007;Noviembre;83;1,081;1,164
20250123;2007;Noviembre;8,826;46;8,872
20250123;2007;Noviembre;8,909;1,127;10,036
20250123;2007;Diciembre;149;878;1,027
20250123;2007;Diciembre;3,572;53;3,625
20250123;2007;Diciembre;3,721;931;4,652
20250123;2007;Enero;448;765;1,213
20250123;2007;Enero;2,042;0;2,042
20250123;2007;Enero;2,490;765;3,255
20250123;2007;Febrero;259;741;1,000
20250123;2007;Febrero;1,458;0;1,458
20250123;2007;Febrero;1,717;741;2,458
20250123;2007;Marzo;312;609;921
20250123;2007;Marzo;2,039;0;2,039
20250123;2007;Marzo;2,351;609;2,960
20250123;2007;Abril;437;688;1,125
20250123;2007;Abril;2,942;0;2,942
20250123;2007;Abril;3,379;688;4,067
20250123;2007;Mayo;350;674;1,024
20250123;2007;Mayo;3,632;0;3,632
20250123;2007;Mayo;3,982;674;4,656
20250123;2007;Junio;394;1,206;1,600
20250123;2007;Junio;3,522;11;3,533
20250123;2007;Junio;3,916;1,217;5,133
20250123;2007;Julio;696;1,193;1,889
20250123;2007;Julio;5,630;39;5,669
20250123;2007;Julio;6,326;1,232;7,558
20250123;2007;Agosto;1,067;3,401;4,468
20250123;2007;Agosto;6,086;11;6,097
20250123;2007;Agosto;7,153;3,412;10,565
20250123;2007;Setiembre;716;2,172;2,888
20250123;2007;Setiembre;4,003;6;4,009
20250123;2007;Setiembre;4,719;2,178;6,897
20250123;2007;Octubre;844;3,833;4,677
20250123;2007;Octubre;3,841;3;3,844
20250123;2007;Octubre;4,685;3,836;8,521
20250123;2007;Noviembre;662;1,067;1,729
20250123;2007;Noviembre;2,893;6;2,899
20250123;2007;Noviembre;3,555;1,073;4,628
20250123;2007;Diciembre;426;862;1,288
20250123;2007;Diciembre;2,199;0;2,199
20250123;2007;Diciembre;2,625;862;3,487
20250123;2007;Enero;888;394;1,282
20250123;2007;Enero;1,520;2;1,522
20250123;2007;Enero;2,408;396;2,804
20250123;2007;Febrero;694;609;1,303
20250123;2007;Febrero;1,177;5;1,182
20250123;2007;Febrero;1,871;614;2,485
20250123;2007;Marzo;454;291;745
20250123;2007;Marzo;979;8;987
20250123;2007;Marzo;1,433;299;1,732
20250123;2007;Abril;631;359;990
20250123;2007;Abril;1,557;7;1,564
20250123;2007;Abril;2,188;366;2,554
20250123;2007;Mayo;923;1,346;2,269
20250123;2007;Mayo;1,325;4;1,329
20250123;2007;Mayo;2,248;1,350;3,598
20250123;2007;Junio;833;1,047;1,880
20250123;2007;Junio;1,438;38;1,476
20250123;2007;Junio;2,271;1,085;3,356
20250123;2007;Julio;954;792;1,746
20250123;2007;Julio;2,842;29;2,871
20250123;2007;Julio;3,796;821;4,617
20250123;2007;Agosto;1,658;1,258;2,916
20250123;2007;Agosto;2,330;21;2,351
20250123;2007;Agosto;3,988;1,279;5,267
20250123;2007;Setiembre;1,192;4,438;5,630
20250123;2007;Setiembre;1,451;10;1,461
20250123;2007;Setiembre;2,643;4,448;7,091
20250123;2007;Octubre;3,814;1,551;5,365
20250123;2007;Octubre;1,454;29;1,483
20250123;2007;Octubre;5,268;1,580;6,848
20250123;2007;Noviembre;2,302;1,262;3,564
20250123;2007;Noviembre;792;5;797
20250123;2007;Noviembre;3,094;1,267;4,361
20250123;2007;Diciembre;970;964;1,934
20250123;2007;Diciembre;805;14;819
20250123;2007;Diciembre;1,775;978;2,753
20250123;2007;Enero;2;4;6
20250123;2007;Enero;15;0;15
20250123;2007;Enero;17;4;21
20250123;2007;Febrero;2;6;8
20250123;2007;Febrero;12;0;12
20250123;2007;Febrero;14;6;20
20250123;2007;Marzo;2;36;38
20250123;2007;Marzo;20;0;20
20250123;2007;Marzo;22;36;58
20250123;2007;Abril;8;1;9
20250123;2007;Abril;65;0;65
20250123;2007;Abril;73;1;74
20250123;2007;Mayo;17;7;24
20250123;2007;Mayo;89;0;89
20250123;2007;Mayo;106;7;113
20250123;2007;Junio;12;70;82
20250123;2007;Junio;81;0;81
20250123;2007;Junio;93;70;163
20250123;2007;Julio;20;0;20
20250123;2007;Julio;134;0;134
20250123;2007;Julio;154;0;154
20250123;2007;Agosto;6;0;6
20250123;2007;Agosto;151;0;151
20250123;2007;Agosto;157;0;157
20250123;2007;Setiembre;7;0;7
20250123;2007;Setiembre;103;0;103
20250123;2007;Setiembre;110;0;110
20250123;2007;Octubre;15;0;15
20250123;2007;Octubre;130;0;130
20250123;2007;Octubre;145;0;145
20250123;2007;Noviembre;2;0;2
20250123;2007;Noviembre;34;0;34
20250123;2007;Noviembre;36;0;36
20250123;2007;Diciembre;3;8;11
20250123;2007;Diciembre;94;0;94
20250123;2007;Diciembre;97;8;105
20250123;2007;Enero;55;9;64
20250123;2007;Enero;75;0;75
20250123;2007;Enero;130;9;139
20250123;2007;Febrero;68;49;117
20250123;2007;Febrero;58;0;58
20250123;2007;Febrero;126;49;175
20250123;2007;Marzo;94;125;219
20250123;2007;Marzo;122;0;122
20250123;2007;Marzo;216;125;341
20250123;2007;Abril;399;38;437
20250123;2007;Abril;195;0;195
20250123;2007;Abril;594;38;632
20250123;2007;Mayo;235;39;274
20250123;2007;Mayo;214;0;214
20250123;2007;Mayo;449;39;488
20250123;2007;Junio;436;329;765
20250123;2007;Junio;375;0;375
20250123;2007;Junio;811;329;1,140
20250123;2007;Julio;503;99;602
20250123;2007;Julio;679;0;679
20250123;2007;Julio;1,182;99;1,281
20250123;2007;Agosto;653;183;836
20250123;2007;Agosto;699;0;699
20250123;2007;Agosto;1,352;183;1,535
20250123;2007;Setiembre;336;142;478
20250123;2007;Setiembre;384;0;384
20250123;2007;Setiembre;720;142;862
20250123;2007;Octubre;398;150;548
20250123;2007;Octubre;295;0;295
20250123;2007;Octubre;693;150;843
20250123;2007;Noviembre;0;0;0
20250123;2007;Noviembre;0;0;0
20250123;2007;Noviembre;0;0;0
20250123;2007;Diciembre;75;82;157
20250123;2007;Diciembre;104;0;104
20250123;2007;Diciembre;179;82;261
20250123;2007;Enero;27;0;27
20250123;2007;Enero;38;0;38
20250123;2007;Enero;65;0;65
20250123;2007;Febrero;27;0;27
20250123;2007;Febrero;70;0;70
20250123;2007;Febrero;97;0;97
20250123;2007;Marzo;26;0;26
20250123;2007;Marzo;71;0;71
20250123;2007;Marzo;97;0;97
20250123;2007;Abril;18;51;69
20250123;2007;Abril;27;0;27
20250123;2007;Abril;45;51;96
20250123;2007;Mayo;10;0;10
20250123;2007;Mayo;23;0;23
20250123;2007;Mayo;33;0;33
20250123;2007;Junio;6;10;16
20250123;2007;Junio;25;0;25
20250123;2007;Junio;31;10;41
20250123;2007;Julio;9;87;96
20250123;2007;Julio;61;0;61
20250123;2007;Julio;70;87;157
20250123;2007;Agosto;4;9;13
20250123;2007;Agosto;25;2;27
20250123;2007;Agosto;29;11;40
20250123;2007;Setiembre;2;64;66
20250123;2007;Setiembre;10;0;10
20250123;2007;Setiembre;12;64;76
20250123;2007;Octubre;47;0;47
20250123;2007;Octubre;132;0;132
20250123;2007;Octubre;179;0;179
20250123;2007;Noviembre;13;62;75
20250123;2007;Noviembre;22;0;22
20250123;2007;Noviembre;35;62;97
20250123;2007;Diciembre;4;0;4
20250123;2007;Diciembre;1;4;5
20250123;2007;Diciembre;5;4;9
20250123;2007;Enero;7,175;1,251;8,426
20250123;2007;Enero;34,061;82;34,143
20250123;2007;Enero;41,236;1,333;42,569
20250123;2007;Febrero;5,797;1,715;7,512
20250123;2007;Febrero;31,580;13;31,593
20250123;2007;Febrero;37,377;1,728;39,105
20250123;2007;Marzo;4,427;1,671;6,098
20250123;2007;Marzo;36,230;21;36,251
20250123;2007;Marzo;40,657;1,692;42,349
20250123;2007;Abril;5,759;1,738;7,497
20250123;2007;Abril;38,489;146;38,635
20250123;2007;Abril;44,248;1,884;46,132
20250123;2007;Mayo;6,438;1,677;8,115
20250123;2007;Mayo;39,030;47;39,077
20250123;2007;Mayo;45,468;1,724;47,192
20250123;2007;Junio;6,555;1,334;7,889
20250123;2007;Junio;37,825;170;37,995
20250123;2007;Junio;44,380;1,504;45,884
20250123;2007;Julio;6,057;2,307;8,364
20250123;2007;Julio;53,571;183;53,754
20250123;2007;Julio;59,628;2,490;62,118
20250123;2007;Agosto;15,502;3,109;18,611
20250123;2007;Agosto;57,234;156;57,390
20250123;2007;Agosto;72,736;3,265;76,001
20250123;2007;Setiembre;9,246;5,048;14,294
20250123;2007;Setiembre;40,653;181;40,834
20250123;2007;Setiembre;49,899;5,229;55,128
20250123;2007;Octubre;19,550;12,017;31,567
20250123;2007;Octubre;45,520;64;45,584
20250123;2007;Octubre;65,070;12,081;77,151
20250123;2007;Noviembre;14,526;17,926;32,452
20250123;2007;Noviembre;40,319;89;40,408
20250123;2007;Noviembre;54,845;18,015;72,860
20250123;2007;Diciembre;8,770;14,002;22,772
