NOM_DPTO;NOM_MUSEO;NOM_TIPO;ADU_BOLESPPAGANTES;EST_BOLESPPAGANTES;NIN_BOLESPPAGANTES;MIL_BOLESPPAGANTES;ADM_BOLESPPAGANTES;ADU_BOLESPNOPAGANTES;EST_BOLESPNOPAGANTES;NIN_BOLESPNOPAGANTES;MIL_BOLESPNOPAGANTES;ADM_BOLESPNOPAGANTES
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Extranjeros;0;0;0;0;0;0;0;0;0;0
Amazonas;Zona Arqueologica Monumental Kuelap;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Zona Arqueologica Monumental Chavin de Huantar;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ancash;Sitio Arqueologico Pañamarca;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Extranjeros;0;0;0;0;0;0;0;0;0;0
Apurimac;Sitio Arqueologico Saihuite;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico Toro Muerto;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Extranjeros;0;0;0;0;0;0;0;0;0;0
Arequipa;Complejo Arqueologico de Uyo Uyo;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Extranjeros;0;0;0;0;0;0;0;0;0;0
Ayacucho;Sitio Arqueologico Intihuatana;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;Nacionales;0;0;0;0;0;0;0;0;0;0
Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;Extranjeros;0;0;0;0;0;0;0;0;0;0
Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;Nacionales Y Extranjeros;0;0;0;0;0;0;0;0;0;0
Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;Nacionales;0;0;0;0;0;0;0;0;0;0
Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;Extranjeros;0;0;0;0;0;0;0;0;0;0
