NOM_DPTO;COD_DPTO;NOM_MUSEO;TOTAL_NOPAGANTES;TOTAL_PAGANTES;TOTAL
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;301;301
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;85;1,865;1,950
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;63;5,056;5,119
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;478;478
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;63;5,534;5,597
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;308;2,813;3,121
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;689;689
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;308;3,502;3,810
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;375;2,257;2,632
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;571;571
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;375;2,828;3,203
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;854;11,036;11,890
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;1,257;1,257
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;854;12,293;13,147
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;524;9,985;10,509
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;1,309;1,309
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;524;11,294;11,818
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;1,506;3,744;5,250
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;675;675
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;1,506;4,419;5,925
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;981;7,343;8,324
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;734;734
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;981;8,077;9,058
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;1,197;6,150;7,347
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;568;568
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;1,197;6,718;7,915
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;293;2,078;2,371
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;393;393
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;293;2,471;2,764
Ancash;2;Sitio Arqueologico Pañamarca;0;7;7
Ancash;2;Sitio Arqueologico Pañamarca;0;0;0
Ancash;2;Sitio Arqueologico Pañamarca;0;7;7
Ancash;2;Sitio Arqueologico Pañamarca;0;10;10
Ancash;2;Sitio Arqueologico Pañamarca;0;0;0
Ancash;2;Sitio Arqueologico Pañamarca;0;10;10
Ancash;2;Sitio Arqueologico Pañamarca;0;10;10
Ancash;2;Sitio Arqueologico Pañamarca;0;0;0
Ancash;2;Sitio Arqueologico Pañamarca;0;10;10
Ancash;2;Sitio Arqueologico Pañamarca;0;111;111
Ancash;2;Sitio Arqueologico Pañamarca;0;5;5
Ancash;2;Sitio Arqueologico Pañamarca;0;116;116
Ancash;2;Sitio Arqueologico Pañamarca;0;154;154
Ancash;2;Sitio Arqueologico Pañamarca;0;0;0
Ancash;2;Sitio Arqueologico Pañamarca;0;154;154
Ancash;2;Sitio Arqueologico Pañamarca;0;212;212
Ancash;2;Sitio Arqueologico Pañamarca;0;0;0
Ancash;2;Sitio Arqueologico Pañamarca;0;212;212
Ancash;2;Sitio Arqueologico Pañamarca;0;177;177
Ancash;2;Sitio Arqueologico Pañamarca;0;0;0
Ancash;2;Sitio Arqueologico Pañamarca;0;177;177
Ancash;2;Sitio Arqueologico Pañamarca;0;150;150
Ancash;2;Sitio Arqueologico Pañamarca;0;0;0
Ancash;2;Sitio Arqueologico Pañamarca;0;150;150
Ancash;2;Sitio Arqueologico Pañamarca;0;379;379
Ancash;2;Sitio Arqueologico Pañamarca;0;0;0
Ancash;2;Sitio Arqueologico Pañamarca;0;379;379
Ancash;2;Sitio Arqueologico Pañamarca;0;438;438
Ancash;2;Sitio Arqueologico Pañamarca;0;0;0
Ancash;2;Sitio Arqueologico Pañamarca;0;438;438
Ancash;2;Sitio Arqueologico Pañamarca;0;86;86
Ancash;2;Sitio Arqueologico Pañamarca;0;0;0
Ancash;2;Sitio Arqueologico Pañamarca;0;86;86
Ancash;2;Sitio Arqueologico Pañamarca;0;51;51
Ancash;2;Sitio Arqueologico Pañamarca;0;0;0
Ancash;2;Sitio Arqueologico Pañamarca;0;51;51
Apurimac;3;Sitio Arqueologico Saihuite;0;260;260
Apurimac;3;Sitio Arqueologico Saihuite;0;36;36
Apurimac;3;Sitio Arqueologico Saihuite;0;296;296
Apurimac;3;Sitio Arqueologico Saihuite;0;73;73
Apurimac;3;Sitio Arqueologico Saihuite;0;60;60
Apurimac;3;Sitio Arqueologico Saihuite;0;133;133
Apurimac;3;Sitio Arqueologico Saihuite;0;92;92
Apurimac;3;Sitio Arqueologico Saihuite;0;0;0
Apurimac;3;Sitio Arqueologico Saihuite;0;92;92
Apurimac;3;Sitio Arqueologico Saihuite;0;145;145
Apurimac;3;Sitio Arqueologico Saihuite;0;0;0
Apurimac;3;Sitio Arqueologico Saihuite;0;145;145
Apurimac;3;Sitio Arqueologico Saihuite;0;94;94
Apurimac;3;Sitio Arqueologico Saihuite;0;0;0
Apurimac;3;Sitio Arqueologico Saihuite;0;94;94
Apurimac;3;Sitio Arqueologico Saihuite;0;210;210
Apurimac;3;Sitio Arqueologico Saihuite;0;0;0
Apurimac;3;Sitio Arqueologico Saihuite;0;210;210
Apurimac;3;Sitio Arqueologico Saihuite;0;228;228
Apurimac;3;Sitio Arqueologico Saihuite;0;0;0
Apurimac;3;Sitio Arqueologico Saihuite;0;228;228
Apurimac;3;Sitio Arqueologico Saihuite;0;0;0
Apurimac;3;Sitio Arqueologico Saihuite;0;0;0
Apurimac;3;Sitio Arqueologico Saihuite;0;0;0
Apurimac;3;Sitio Arqueologico Saihuite;0;434;434
Apurimac;3;Sitio Arqueologico Saihuite;0;0;0
Apurimac;3;Sitio Arqueologico Saihuite;0;434;434
Apurimac;3;Sitio Arqueologico Saihuite;0;291;291
Apurimac;3;Sitio Arqueologico Saihuite;0;0;0
Apurimac;3;Sitio Arqueologico Saihuite;0;291;291
Apurimac;3;Sitio Arqueologico Saihuite;0;335;335
Apurimac;3;Sitio Arqueologico Saihuite;0;0;0
Apurimac;3;Sitio Arqueologico Saihuite;0;335;335
Apurimac;3;Sitio Arqueologico Saihuite;0;304;304
Apurimac;3;Sitio Arqueologico Saihuite;0;0;0
Apurimac;3;Sitio Arqueologico Saihuite;0;304;304
Arequipa;4;Complejo Arqueologico Toro Muerto;0;4;4
Arequipa;4;Complejo Arqueologico Toro Muerto;0;24;24
Arequipa;4;Complejo Arqueologico Toro Muerto;0;28;28
Arequipa;4;Complejo Arqueologico Toro Muerto;0;26;26
Arequipa;4;Complejo Arqueologico Toro Muerto;0;8;8
Arequipa;4;Complejo Arqueologico Toro Muerto;0;34;34
Arequipa;4;Complejo Arqueologico Toro Muerto;0;0;0
Arequipa;4;Complejo Arqueologico Toro Muerto;0;4;4
Arequipa;4;Complejo Arqueologico Toro Muerto;0;4;4
Arequipa;4;Complejo Arqueologico Toro Muerto;0;27;27
Arequipa;4;Complejo Arqueologico Toro Muerto;0;57;57
Arequipa;4;Complejo Arqueologico Toro Muerto;0;84;84
Arequipa;4;Complejo Arqueologico Toro Muerto;0;148;148
Arequipa;4;Complejo Arqueologico Toro Muerto;0;32;32
Arequipa;4;Complejo Arqueologico Toro Muerto;0;180;180
Arequipa;4;Complejo Arqueologico Toro Muerto;0;240;240
Arequipa;4;Complejo Arqueologico Toro Muerto;0;46;46
Arequipa;4;Complejo Arqueologico Toro Muerto;0;286;286
Arequipa;4;Complejo Arqueologico Toro Muerto;0;157;157
Arequipa;4;Complejo Arqueologico Toro Muerto;0;38;38
Arequipa;4;Complejo Arqueologico Toro Muerto;0;195;195
Arequipa;4;Complejo Arqueologico Toro Muerto;0;121;121
Arequipa;4;Complejo Arqueologico Toro Muerto;0;81;81
Arequipa;4;Complejo Arqueologico Toro Muerto;0;202;202
Arequipa;4;Complejo Arqueologico Toro Muerto;0;112;112
Arequipa;4;Complejo Arqueologico Toro Muerto;0;23;23
Arequipa;4;Complejo Arqueologico Toro Muerto;0;135;135
Arequipa;4;Complejo Arqueologico Toro Muerto;0;122;122
Arequipa;4;Complejo Arqueologico Toro Muerto;0;38;38
Arequipa;4;Complejo Arqueologico Toro Muerto;0;160;160
Arequipa;4;Complejo Arqueologico Toro Muerto;0;162;162
Arequipa;4;Complejo Arqueologico Toro Muerto;0;30;30
Arequipa;4;Complejo Arqueologico Toro Muerto;0;192;192
Arequipa;4;Complejo Arqueologico Toro Muerto;0;29;29
Arequipa;4;Complejo Arqueologico Toro Muerto;0;17;17
Arequipa;4;Complejo Arqueologico Toro Muerto;0;46;46
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;48;48
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;42;42
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;90;90
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;20;20
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;13;13
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;33;33
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;16;16
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;21;21
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;37;37
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;6;6
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;27;27
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;33;33
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;12;12
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;24;24
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;36;36
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;0;0
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;0;0
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;0;0
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;0;0
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;5;5
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;5;5
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;11;11
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;44;44
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;55;55
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;8;8
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;18;18
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;26;26
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;3;3
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;20;20
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;23;23
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;2;2
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;21;21
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;23;23
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;9;9
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;18;18
Arequipa;4;Complejo Arqueologico de Uyo Uyo;0;27;27
Ayacucho;5;Sitio Arqueologico Intihuatana;0;334;334
Ayacucho;5;Sitio Arqueologico Intihuatana;0;11;11
Ayacucho;5;Sitio Arqueologico Intihuatana;0;345;345
Ayacucho;5;Sitio Arqueologico Intihuatana;0;159;159
Ayacucho;5;Sitio Arqueologico Intihuatana;0;5;5
Ayacucho;5;Sitio Arqueologico Intihuatana;0;164;164
Ayacucho;5;Sitio Arqueologico Intihuatana;0;201;201
Ayacucho;5;Sitio Arqueologico Intihuatana;0;16;16
Ayacucho;5;Sitio Arqueologico Intihuatana;0;217;217
Ayacucho;5;Sitio Arqueologico Intihuatana;0;1,606;1,606
Ayacucho;5;Sitio Arqueologico Intihuatana;0;48;48
Ayacucho;5;Sitio Arqueologico Intihuatana;0;1,654;1,654
Ayacucho;5;Sitio Arqueologico Intihuatana;0;229;229
Ayacucho;5;Sitio Arqueologico Intihuatana;0;9;9
Ayacucho;5;Sitio Arqueologico Intihuatana;0;238;238
Ayacucho;5;Sitio Arqueologico Intihuatana;53;444;497
Ayacucho;5;Sitio Arqueologico Intihuatana;0;10;10
Ayacucho;5;Sitio Arqueologico Intihuatana;53;454;507
Ayacucho;5;Sitio Arqueologico Intihuatana;0;1,173;1,173
Ayacucho;5;Sitio Arqueologico Intihuatana;0;57;57
Ayacucho;5;Sitio Arqueologico Intihuatana;0;1,230;1,230
Ayacucho;5;Sitio Arqueologico Intihuatana;0;726;726
Ayacucho;5;Sitio Arqueologico Intihuatana;0;14;14
Ayacucho;5;Sitio Arqueologico Intihuatana;0;740;740
Ayacucho;5;Sitio Arqueologico Intihuatana;60;739;799
Ayacucho;5;Sitio Arqueologico Intihuatana;0;11;11
Ayacucho;5;Sitio Arqueologico Intihuatana;60;750;810
Ayacucho;5;Sitio Arqueologico Intihuatana;0;1,397;1,397
Ayacucho;5;Sitio Arqueologico Intihuatana;0;25;25
Ayacucho;5;Sitio Arqueologico Intihuatana;0;1,422;1,422
Ayacucho;5;Sitio Arqueologico Intihuatana;30;1,221;1,251
Ayacucho;5;Sitio Arqueologico Intihuatana;0;38;38
Ayacucho;5;Sitio Arqueologico Intihuatana;30;1,259;1,289
Ayacucho;5;Sitio Arqueologico Intihuatana;0;633;633
Ayacucho;5;Sitio Arqueologico Intihuatana;0;15;15
Ayacucho;5;Sitio Arqueologico Intihuatana;0;648;648
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;4,535;4,535
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;0;0
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;4,535;4,535
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;5,299;5,299
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;0;0
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;5,299;5,299
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;2,599;2,599
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;137;137
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;2,736;2,736
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;2,253;2,253
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;262;262
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;2,515;2,515
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;2,303;2,303
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;154;154
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;2,457;2,457
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;2,043;2,043
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;72;72
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;2,115;2,115
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;7,312;7,312
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;102;102
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;7,414;7,414
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;8,944;8,944
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;66;66
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;9,010;9,010
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;3,758;3,758
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;226;226
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;3,984;3,984
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;12,054;12,054
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;129;129
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;12,183;12,183
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;8,733;8,733
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;135;135
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;8,868;8,868
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;1,706;1,706
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;139;139
Cajamarca;6;Paisaje Cultural Arqueologico Cumbemayo;0;1,845;1,845
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;4,070;4,070
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;86;86
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;4,156;4,156
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;4,646;4,646
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;59;59
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;4,705;4,705
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;4,277;4,277
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;150;150
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;4,427;4,427
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;4,236;4,236
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;127;127
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;4,363;4,363
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;4,439;4,439
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;162;162
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;4,601;4,601
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;3,508;3,508
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;263;263
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;3,771;3,771
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;8,168;8,168
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;271;271
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;8,439;8,439
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;8,605;8,605
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;152;152
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;8,757;8,757
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;6,627;6,627
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;94;94
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;6,721;6,721
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;7,071;7,071
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;189;189
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;7,260;7,260
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;8,585;8,585
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;85;85
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;8,670;8,670
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;3,378;3,378
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;111;111
Cajamarca;6;Centro Arqueologico Ventanilla de Otuzco;0;3,489;3,489
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;128;128
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;0;0
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;128;128
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;169;169
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;10;10
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;179;179
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;68;68
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;0;0
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;68;68
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;472;472
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;0;0
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;472;472
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;253;253
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;28;28
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;281;281
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;522;522
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;19;19
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;541;541
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;436;436
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;21;21
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;457;457
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;464;464
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;0;0
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;464;464
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;772;772
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;0;0
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;772;772
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;786;786
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;0;0
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;786;786
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;284;284
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;0;0
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;284;284
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;193;193
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;3;3
Cajamarca;6;Monumento Arqueologico Kuntur Wasi;0;196;196
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;47;47
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,270;4,270
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,317;4,317
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;0;0
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;0;0
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;0;0
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;44;44
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,844;4,844
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,888;4,888
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;17;17
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,740;4,740
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,757;4,757
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;18;18
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,720;4,720
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,738;4,738
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;35;35
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,466;4,466
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,501;4,501
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;127;127
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,697;4,697
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,824;4,824
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;178;178
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,453;4,453
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,631;4,631
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;62;62
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,334;4,334
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,396;4,396
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;131;131
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,454;4,454
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,585;4,585
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;100;100
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,605;4,605
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,705;4,705
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;89;89
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,423;4,423
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 1: Camino Inka: Piscacucho Km. 82);0;4,512;4,512
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 2: Camino Inka: Km. 88);0;0;0
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 2: Camino Inka: Km. 88);0;13;13
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 2: Camino Inka: Km. 88);0;13;13
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 2: Camino Inka: Km. 88);0;0;0
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 2: Camino Inka: Km. 88);0;0;0
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 2: Camino Inka: Km. 88);0;0;0
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 2: Camino Inka: Km. 88);0;0;0
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 2: Camino Inka: Km. 88);0;18;18
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 2: Camino Inka: Km. 88);0;18;18
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 2: Camino Inka: Km. 88);0;0;0
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 2: Camino Inka: Km. 88);0;47;47
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 2: Camino Inka: Km. 88);0;47;47
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 2: Camino Inka: Km. 88);0;0;0
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 2: Camino Inka: Km. 88);0;88;88
Cusco;8;Parque Arqueologico Macchu Picchu (Ruta 2: Camino Inka: Km. 88);0;88;88
