NOM_DPTO;COD_DPTO;NOM_MUSEO;TOTAL_NOPAGANTES;TOTAL_PAGANTES;TOTAL
La Libertad;13;Zona Arqueologica Monumental Huaca del Sol y de La Luna;0;3,460;3,460
La Libertad;13;Zona Arqueologica Monumental Huaca del Sol y de La Luna;0;12,028;12,028
La Libertad;13;Zona Arqueologica Monumental Huaca del Sol y de La Luna;0;5,563;5,563
La Libertad;13;Zona Arqueologica Monumental Huaca del Sol y de La Luna;0;2,115;2,115
La Libertad;13;Zona Arqueologica Monumental Huaca del Sol y de La Luna;0;7,678;7,678
La Libertad;13;Zona Arqueologica Monumental Huaca del Sol y de La Luna;0;10,534;10,534
La Libertad;13;Zona Arqueologica Monumental Huaca del Sol y de La Luna;0;2,694;2,694
La Libertad;13;Zona Arqueologica Monumental Huaca del Sol y de La Luna;0;13,228;13,228
La Libertad;13;Zona Arqueologica Monumental Huaca del Sol y de La Luna;0;15,595;15,595
La Libertad;13;Zona Arqueologica Monumental Huaca del Sol y de La Luna;0;2,446;2,446
La Libertad;13;Zona Arqueologica Monumental Huaca del Sol y de La Luna;0;18,041;18,041
La Libertad;13;Zona Arqueologica Monumental Huaca del Sol y de La Luna;0;3,549;3,549
La Libertad;13;Zona Arqueologica Monumental Huaca del Sol y de La Luna;0;1,685;1,685
La Libertad;13;Zona Arqueologica Monumental Huaca del Sol y de La Luna;0;5,234;5,234
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;699;699
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;345;345
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;1,044;1,044
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;667;667
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;156;156
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;823;823
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;646;646
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;200;200
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;846;846
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;646;646
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;230;230
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;876;876
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;827;827
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;289;289
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;1,116;1,116
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;1,343;1,343
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;193;193
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;1,536;1,536
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;1,614;1,614
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;332;332
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;1,946;1,946
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;1,512;1,512
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;466;466
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;1,978;1,978
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;921;921
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;355;355
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;1,276;1,276
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;1,553;1,553
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;463;463
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;2,016;2,016
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;1,690;1,690
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;443;443
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;2,133;2,133
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;778;778
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;105;105
La Libertad;13;Zona Arqueologica Monumental El Brujo;0;883;883
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;2,562;2,562
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;1,083;1,083
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;3,645;3,645
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;2,830;2,830
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;1,213;1,213
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;4,043;4,043
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;3,080;3,080
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;1,119;1,119
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;4,199;4,199
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;1,636;1,636
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;726;726
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;2,362;2,362
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;2,761;2,761
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;817;817
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;3,578;3,578
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;2,091;2,091
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;414;414
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;2,505;2,505
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;6,782;6,782
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;1,844;1,844
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;8,626;8,626
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;6,242;6,242
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;1,484;1,484
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;7,726;7,726
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;4,732;4,732
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;916;916
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;5,648;5,648
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;7,009;7,009
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;1,155;1,155
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;8,164;8,164
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;9,006;9,006
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;826;826
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;9,832;9,832
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;2,387;2,387
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;690;690
La Libertad;13;Sitio Arqueologico Huaca Arco Iris (Huaca El Dragon);0;3,077;3,077
Lima;15;Sitio Arqueologico Caral;120;1,313;1,433
Lima;15;Sitio Arqueologico Caral;0;305;305
Lima;15;Sitio Arqueologico Caral;120;1,618;1,738
Lima;15;Sitio Arqueologico Caral;267;1,449;1,716
Lima;15;Sitio Arqueologico Caral;0;199;199
Lima;15;Sitio Arqueologico Caral;267;1,648;1,915
Lima;15;Sitio Arqueologico Caral;80;3,796;3,876
Lima;15;Sitio Arqueologico Caral;0;363;363
Lima;15;Sitio Arqueologico Caral;80;4,159;4,239
Lima;15;Sitio Arqueologico Caral;52;1,610;1,662
Lima;15;Sitio Arqueologico Caral;0;307;307
Lima;15;Sitio Arqueologico Caral;52;1,917;1,969
Lima;15;Sitio Arqueologico Caral;109;4,478;4,587
Lima;15;Sitio Arqueologico Caral;0;297;297
Lima;15;Sitio Arqueologico Caral;109;4,775;4,884
Lima;15;Sitio Arqueologico Caral;240;3,418;3,658
Lima;15;Sitio Arqueologico Caral;0;352;352
Lima;15;Sitio Arqueologico Caral;240;3,770;4,010
Lima;15;Sitio Arqueologico Caral;555;6,591;7,146
Lima;15;Sitio Arqueologico Caral;0;822;822
Lima;15;Sitio Arqueologico Caral;555;7,413;7,968
Lima;15;Sitio Arqueologico Caral;232;3,331;3,563
Lima;15;Sitio Arqueologico Caral;0;477;477
Lima;15;Sitio Arqueologico Caral;232;3,808;4,040
Lima;15;Sitio Arqueologico Caral;127;2,324;2,451
Lima;15;Sitio Arqueologico Caral;0;206;206
Lima;15;Sitio Arqueologico Caral;127;2,530;2,657
Lima;15;Sitio Arqueologico Caral;2,180;2,619;4,799
Lima;15;Sitio Arqueologico Caral;0;384;384
Lima;15;Sitio Arqueologico Caral;2,180;3,003;5,183
Lima;15;Sitio Arqueologico Caral;104;4,667;4,771
Lima;15;Sitio Arqueologico Caral;0;225;225
Lima;15;Sitio Arqueologico Caral;104;4,892;4,996
Lima;15;Sitio Arqueologico Caral;47;1,181;1,228
Lima;15;Sitio Arqueologico Caral;0;268;268
Lima;15;Sitio Arqueologico Caral;47;1,449;1,496
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;65;65
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;37;37
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;102;102
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;50;50
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;49;49
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;99;99
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;1,438;1,438
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;12;12
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;1,450;1,450
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;75;75
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;25;25
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;100;100
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;90;90
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;10;10
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;100;100
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;85;85
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;15;15
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;100;100
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;67;67
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;33;33
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;100;100
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;280;280
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;5;5
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;285;285
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;142;142
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;11;11
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;153;153
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;25;25
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;0;0
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;25;25
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;65;65
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;8;8
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;73;73
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;38;38
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;7;7
Moquegua;18;Sitio Arqueologico de Cerro Baul;0;45;45
Pasco;19;Bosques de Piedra de Huallay;110;0;110
Pasco;19;Bosques de Piedra de Huallay;25;0;25
Pasco;19;Bosques de Piedra de Huallay;135;0;135
Pasco;19;Bosques de Piedra de Huallay;175;0;175
Pasco;19;Bosques de Piedra de Huallay;3;0;3
Pasco;19;Bosques de Piedra de Huallay;178;0;178
Pasco;19;Bosques de Piedra de Huallay;150;0;150
Pasco;19;Bosques de Piedra de Huallay;3;0;3
Pasco;19;Bosques de Piedra de Huallay;153;0;153
Pasco;19;Bosques de Piedra de Huallay;162;0;162
Pasco;19;Bosques de Piedra de Huallay;10;0;10
Pasco;19;Bosques de Piedra de Huallay;172;0;172
Pasco;19;Bosques de Piedra de Huallay;195;0;195
Pasco;19;Bosques de Piedra de Huallay;8;0;8
Pasco;19;Bosques de Piedra de Huallay;203;0;203
Pasco;19;Bosques de Piedra de Huallay;150;0;150
Pasco;19;Bosques de Piedra de Huallay;3;0;3
Pasco;19;Bosques de Piedra de Huallay;153;0;153
Pasco;19;Bosques de Piedra de Huallay;205;0;205
Pasco;19;Bosques de Piedra de Huallay;7;0;7
Pasco;19;Bosques de Piedra de Huallay;212;0;212
Pasco;19;Bosques de Piedra de Huallay;245;0;245
Pasco;19;Bosques de Piedra de Huallay;15;0;15
Pasco;19;Bosques de Piedra de Huallay;260;0;260
Pasco;19;Bosques de Piedra de Huallay;1,650;0;1,650
Pasco;19;Bosques de Piedra de Huallay;30;0;30
Pasco;19;Bosques de Piedra de Huallay;1,680;0;1,680
Pasco;19;Bosques de Piedra de Huallay;450;0;450
Pasco;19;Bosques de Piedra de Huallay;6;0;6
Pasco;19;Bosques de Piedra de Huallay;456;0;456
Pasco;19;Bosques de Piedra de Huallay;275;0;275
Pasco;19;Bosques de Piedra de Huallay;7;0;7
Pasco;19;Bosques de Piedra de Huallay;282;0;282
Pasco;19;Bosques de Piedra de Huallay;170;0;170
Pasco;19;Bosques de Piedra de Huallay;5;0;5
Pasco;19;Bosques de Piedra de Huallay;175;0;175
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;81;81
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;0;0
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;81;81
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;93;93
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;0;0
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;93;93
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;0;0
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;0;0
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;0;0
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;57;57
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;0;0
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;57;57
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;112;112
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;0;0
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;112;112
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;108;108
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;0;0
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;108;108
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;135;135
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;0;0
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;135;135
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;316;316
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;0;0
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;316;316
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;266;266
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;0;0
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;266;266
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;108;108
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;0;0
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;108;108
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;75;75
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;0;0
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;75;75
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;0;0
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;0;0
Piura;20;Circuito de Museo Bolivar Periodista, Museo de Arte Religioso y Galeria Piurarte;0;0;0
Puno;21;Monumento Arqueologico de Cutimbo;0;4;4
Puno;21;Monumento Arqueologico de Cutimbo;0;11;11
Puno;21;Monumento Arqueologico de Cutimbo;0;15;15
Puno;21;Monumento Arqueologico de Cutimbo;0;7;7
Puno;21;Monumento Arqueologico de Cutimbo;0;29;29
Puno;21;Monumento Arqueologico de Cutimbo;0;36;36
Puno;21;Monumento Arqueologico de Cutimbo;0;12;12
Puno;21;Monumento Arqueologico de Cutimbo;0;30;30
Puno;21;Monumento Arqueologico de Cutimbo;0;42;42
Puno;21;Monumento Arqueologico de Cutimbo;0;13;13
Puno;21;Monumento Arqueologico de Cutimbo;0;35;35
Puno;21;Monumento Arqueologico de Cutimbo;0;48;48
Puno;21;Monumento Arqueologico de Cutimbo;0;10;10
Puno;21;Monumento Arqueologico de Cutimbo;0;30;30
Puno;21;Monumento Arqueologico de Cutimbo;0;40;40
Puno;21;Monumento Arqueologico de Cutimbo;0;23;23
Puno;21;Monumento Arqueologico de Cutimbo;0;31;31
Puno;21;Monumento Arqueologico de Cutimbo;0;54;54
Puno;21;Monumento Arqueologico de Cutimbo;0;12;12
Puno;21;Monumento Arqueologico de Cutimbo;0;35;35
Puno;21;Monumento Arqueologico de Cutimbo;0;47;47
Puno;21;Monumento Arqueologico de Cutimbo;0;64;64
Puno;21;Monumento Arqueologico de Cutimbo;0;38;38
Puno;21;Monumento Arqueologico de Cutimbo;0;102;102
Puno;21;Monumento Arqueologico de Cutimbo;0;24;24
Puno;21;Monumento Arqueologico de Cutimbo;0;40;40
Puno;21;Monumento Arqueologico de Cutimbo;0;64;64
Puno;21;Monumento Arqueologico de Cutimbo;0;15;15
Puno;21;Monumento Arqueologico de Cutimbo;0;77;77
Puno;21;Monumento Arqueologico de Cutimbo;0;92;92
Puno;21;Monumento Arqueologico de Cutimbo;0;124;124
Puno;21;Monumento Arqueologico de Cutimbo;0;18;18
Puno;21;Monumento Arqueologico de Cutimbo;0;142;142
Puno;21;Monumento Arqueologico de Cutimbo;0;15;15
Puno;21;Monumento Arqueologico de Cutimbo;0;31;31
Puno;21;Monumento Arqueologico de Cutimbo;0;46;46
Puno;21;Sitio Arqueologico de Sillustani;0;676;676
Puno;21;Sitio Arqueologico de Sillustani;0;4,168;4,168
Puno;21;Sitio Arqueologico de Sillustani;0;4,844;4,844
Puno;21;Sitio Arqueologico de Sillustani;0;847;847
Puno;21;Sitio Arqueologico de Sillustani;0;5,164;5,164
Puno;21;Sitio Arqueologico de Sillustani;0;6,011;6,011
Puno;21;Sitio Arqueologico de Sillustani;0;345;345
Puno;21;Sitio Arqueologico de Sillustani;0;6,143;6,143
Puno;21;Sitio Arqueologico de Sillustani;0;6,488;6,488
Puno;21;Sitio Arqueologico de Sillustani;0;382;382
Puno;21;Sitio Arqueologico de Sillustani;0;6,533;6,533
Puno;21;Sitio Arqueologico de Sillustani;0;6,915;6,915
Puno;21;Sitio Arqueologico de Sillustani;0;529;529
Puno;21;Sitio Arqueologico de Sillustani;0;6,802;6,802
Puno;21;Sitio Arqueologico de Sillustani;0;7,331;7,331
Puno;21;Sitio Arqueologico de Sillustani;0;533;533
Puno;21;Sitio Arqueologico de Sillustani;0;4,751;4,751
Puno;21;Sitio Arqueologico de Sillustani;0;5,284;5,284
Puno;21;Sitio Arqueologico de Sillustani;0;819;819
Puno;21;Sitio Arqueologico de Sillustani;0;9,441;9,441
Puno;21;Sitio Arqueologico de Sillustani;0;10,260;10,260
Puno;21;Sitio Arqueologico de Sillustani;0;1,639;1,639
Puno;21;Sitio Arqueologico de Sillustani;0;11,313;11,313
Puno;21;Sitio Arqueologico de Sillustani;0;12,952;12,952
Puno;21;Sitio Arqueologico de Sillustani;0;1,656;1,656
Puno;21;Sitio Arqueologico de Sillustani;0;7,740;7,740
Puno;21;Sitio Arqueologico de Sillustani;0;9,396;9,396
Puno;21;Sitio Arqueologico de Sillustani;0;1,532;1,532
Puno;21;Sitio Arqueologico de Sillustani;0;8,694;8,694
Puno;21;Sitio Arqueologico de Sillustani;0;10,226;10,226
Puno;21;Sitio Arqueologico de Sillustani;0;1,354;1,354
Puno;21;Sitio Arqueologico de Sillustani;0;6,008;6,008
Puno;21;Sitio Arqueologico de Sillustani;0;7,362;7,362
Puno;21;Sitio Arqueologico de Sillustani;0;1,876;1,876
Puno;21;Sitio Arqueologico de Sillustani;0;3,174;3,174
Puno;21;Sitio Arqueologico de Sillustani;0;5,050;5,050
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;732;732
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;421;421
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;1,153;1,153
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;632;632
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;318;318
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;950;950
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;264;264
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;210;210
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;474;474
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;460;460
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;314;314
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;774;774
Amazonas;1;Zona Arqueologica Monumental Kuelap;66;340;406
Amazonas;1;Zona Arqueologica Monumental Kuelap;22;350;372
Amazonas;1;Zona Arqueologica Monumental Kuelap;88;690;778
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;447;447
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;325;325
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;772;772
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;2,446;2,446
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;822;822
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;3,268;3,268
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;1,325;1,325
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;678;678
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;2,003;2,003
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;1,164;1,164
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;352;352
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;1,516;1,516
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;1,587;1,587
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;489;489
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;2,076;2,076
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;2,396;2,396
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;423;423
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;2,819;2,819
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;1,643;1,643
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;404;404
Amazonas;1;Zona Arqueologica Monumental Kuelap;0;2,047;2,047
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;2,191;2,191
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;463;463
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;2,654;2,654
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;1,745;1,745
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;385;385
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;2,130;2,130
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;1,002;1,002
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;411;411
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;1,413;1,413
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;2,386;2,386
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;464;464
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;2,850;2,850
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;2,150;2,150
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;677;677
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;2,827;2,827
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;2,363;2,363
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;723;723
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;3,086;3,086
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;7,721;7,721
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;1,360;1,360
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;9,081;9,081
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;3,723;3,723
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;1,181;1,181
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;4,904;4,904
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;2,214;2,214
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;682;682
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;2,896;2,896
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;4,974;4,974
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;613;613
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;5,587;5,587
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;5,093;5,093
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;581;581
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;5,674;5,674
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;1,759;1,759
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;475;475
Ancash;2;Zona Arqueologica Monumental Chavin de Huantar;0;2,234;2,234
Ancash;2;Sitio Arqueologico Pañamarca;0;9;9
Ancash;2;Sitio Arqueologico Pañamarca;0;0;0
Ancash;2;Sitio Arqueologico Pañamarca;0;9;9
Ancash;2;Sitio Arqueologico Pañamarca;0;25;25
Ancash;2;Sitio Arqueologico Pañamarca;0;0;0
Ancash;2;Sitio Arqueologico Pañamarca;0;25;25
Ancash;2;Sitio Arqueologico Pañamarca;0;25;25
Ancash;2;Sitio Arqueologico Pañamarca;0;0;0
Ancash;2;Sitio Arqueologico Pañamarca;0;25;25
Ancash;2;Sitio Arqueologico Pañamarca;0;0;0
