profundidad,tipomagnitud,id_pdf_tematico,intensidad,referencia3,createdAt,latitud,reporte_acelerometrico_pdf,longitud,hora_utc,hora_local,mapa,idlistasismos,publicado,referencia,updatedAt,referencia2,informe,codigo,numero_reporte,magnitud,fecha_utc,fecha_local
32,,0,II-III Huarmey,,2024-10-15T13:53:40.000Z,-10.07,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20240647_20241015_134901.pdf,-78.92,1970-01-01T13:49:01.000Z,1970-01-01T08:49:01.000Z,,9820,1,"84 km al O de Huarmey, Huarmey - Ancash",2024-10-15T13:53:40.000Z,,,2024-0647,647,4.1,2024-10-15T00:00:00.000Z,2024-10-15T00:00:00.000Z
26,,0,II-III Chimbote,,2024-10-19T06:56:59.000Z,-9.79,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20240655_20241019_065010.pdf,-80.3,1970-01-01T06:50:10.000Z,1970-01-01T01:50:10.000Z,,9828,1,"204 km al SO de Chimbote, Santa - Ancash",2024-10-19T06:56:59.000Z,,,2024-0655,655,4.3,2024-10-19T00:00:00.000Z,2024-10-19T00:00:00.000Z
25,,0,,,2024-10-21T20:25:16.000Z,-9.98,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20240658_20241021_201910.pdf,-79.04,1970-01-01T20:19:10.000Z,1970-01-01T15:19:10.000Z,,9831,1,"98 km al O de Huarmey, Huarmey - Ancash",2024-10-21T20:25:16.000Z,,,2024-0658,658,4.0,2024-10-21T00:00:00.000Z,2024-10-21T00:00:00.000Z
39,,0,,,2024-11-24T09:56:48.000Z,-9.7,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20240721_20241124_095328.pdf,-78.93,1970-01-01T09:53:28.000Z,1970-01-01T04:53:28.000Z,,9894,1,"69 km al SO de Samanco, Santa - Ancash",2024-11-24T09:56:48.000Z,,,2024-0721,721,4.0,2024-11-24T00:00:00.000Z,2024-11-24T00:00:00.000Z
65,,0,II-III Chimbote,,2024-11-24T20:00:46.000Z,-9.15,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20240722_20241124_195601.pdf,-78.93,1970-01-01T19:56:01.000Z,1970-01-01T14:56:01.000Z,,9895,1,"38 km al O de Chimbote, Santa - Ancash",2024-11-24T20:00:46.000Z,,,2024-0722,722,4.2,2024-11-24T00:00:00.000Z,2024-11-24T00:00:00.000Z
26,,0,III-IV Huarmey,,2024-11-28T06:50:50.000Z,-9.96,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20240729_20241128_064638.pdf,-78.86,1970-01-01T06:46:38.000Z,1970-01-01T01:46:38.000Z,,9902,1,"79 km al O de Huarmey, Huarmey - Ancash",2024-11-28T06:50:50.000Z,,,2024-0729,729,4.6,2024-11-28T00:00:00.000Z,2024-11-28T00:00:00.000Z
50,,0,III Chimbote,,2024-12-07T17:59:10.000Z,-9.42,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20240747_20241207_175345.pdf,-79.19,1970-01-01T17:53:45.000Z,1970-01-01T12:53:45.000Z,,9920,1,"76 km al SO de Chimbote, Santa - Ancash",2024-12-07T17:59:10.000Z,,,2024-0747,747,4.2,2024-12-07T00:00:00.000Z,2024-12-07T00:00:00.000Z
15,,0,II-III Recuay,,2024-12-14T13:58:43.000Z,-9.83,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20240763_20241214_135248.pdf,-77.28,1970-01-01T13:52:48.000Z,1970-01-01T08:52:48.000Z,,9936,1,"22 km al SE de Recuay, Recuay - Ancash",2024-12-14T13:58:43.000Z,,,2024-0763,763,3.6,2024-12-14T00:00:00.000Z,2024-12-14T00:00:00.000Z
15,,0,II-III Corongo,,2024-12-17T10:09:43.000Z,-8.65,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20240768_20241217_100234.pdf,-77.82,1970-01-01T10:02:34.000Z,1970-01-01T05:02:34.000Z,,9941,1,"18 km al SE de Corongo, Corongo - Ancash",2024-12-17T10:09:43.000Z,,,2024-0768,768,3.5,2024-12-17T00:00:00.000Z,2024-12-17T00:00:00.000Z
67,,0,III Chimbote,,2024-12-22T23:22:13.000Z,-9.33,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20240782_20241222_231750.pdf,-78.93,1970-01-01T23:17:50.000Z,1970-01-01T18:17:50.000Z,,9955,1,"47 km al SO de Chimbote, Santa - Ancash",2024-12-22T23:22:13.000Z,,,2024-0782,782,4.4,2024-12-22T00:00:00.000Z,2024-12-22T00:00:00.000Z
19,,0,II-III Sihuas,,2024-12-25T05:34:04.000Z,-8.54,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20240785_20241225_052725.pdf,-77.54,1970-01-01T05:27:25.000Z,1970-01-01T00:27:25.000Z,,9958,1,"10 km al E de Sihuas, Sihuas - Ancash",2024-12-25T05:34:04.000Z,,,2024-0785,785,3.5,2024-12-25T00:00:00.000Z,2024-12-25T00:00:00.000Z
