fecha,hora,latitud,longitud,profundidad,magnitud,intensidad,referencia,reporte_acelerometrico_pdf
,,-13.72,-76.63,43,4.6,III Pisco; II Tambo de Mora  ,48 Km al O de Pisco,
,,-14.41,-75.87,51,4.2,II Ica  ,41 Km al SO de Ica,
,,-14.43,-75.98,54,4.3,II Ica,49 Km al SO de Ica,
,,-4.5,-79.76,95,4.2,II Ayabaca,16 Km al N-NO de Ayabaca,
,,-17.1,-72.1,43,4.2,II Mollendo  ,13 Km al SO de Mollendo,
,,-15.97,-73.09,37,4.2,II Cavarelí,37 Km al SE de Caravelí,
,,-15.47,-73.59,74,4.2,II Caravelí,35 Km al SO de Pausa,
,,-12.67,-76.94,39,3.9,II Lima  ,28 Km al SO de Chilca,
,,-5.45,-78.75,21,4.3,II Jaen,29 Km al N de Jaen,
,,-14.41,-75.92,39,4.2,II Ica,44 Km Sur-SO de Ica,
,,-14.11,-76.28,40,4.6,"II Pisco, Ica",45 Km al S de Pisco,
,,-14.42,-76.99,30,6.2,V Pisco; IV Ica; III Chilca; II Lima,117 Km al SO de Pisco,
,,-5.66,-81.13,39,6.2,"VI Sechura; V Piura, Paita; IV Olmos; III Tumbes; II Chiclayo",36 Km al Oeste-SO de Sechura,
,,-5.69,-81,28,4.2,II Sechura  ,25 Km al SO de Sechura,
,,-18.02,-70.63,65,4.5,"III Tacna;  II-III Locumba; II Toquepala, Ilo, Moquegua",40 Km al O de Tacna,
,,-12.86,-77.05,34,3.9,II Lima,92 Km al S de Lima,
,,-15.74,-75.24,14,4.6,"III Lomas, Acarí; II Chala",46 Km al Oeste-SO de Lomas,
,,-11.89,-76.13,83,4.4,"II Matucana, Chosica",29 Km al E de Matucana,
,,-8.63,-78.92,57,4.2,"II Trujillo, Nuevo Chimnote, Salaverry",47 km al Sur de Salaverry,
,,-5.43,-80.83,37,4.7,IV Sechura;  III Paita;  II Piura  ,13 Km al N de Sechura,
,,-18.76,-70.03,75,4.4,II Tacna  ,87 Km al S de Tacna,
,,-14.01,-76.31,19,4.3,"II La Tinguiña, Pisco ",35 Km al S de Pisco,
,,-17.08,-71.28,41,4.3,"II-III Moquegua, Arequipa",40 km O-NO de Moquegua,
,,-5.57,-81,36,4.2,II Sechura,21 km al Oeste de Sechura,
,,-17.8,-70.81,67,4.8,"III Tacna; II Moquegua, Arequipa",66 Km al Oeste de Tacna,
,,-8.59,-75.04,145,4.3,II Pucallpa  ,61 Km al Oeste-SO de Pucallpa,
,,-15.72,-72.16,72,4.1,II Huambo  ,6 Km al O de Huambo,
,,-13.18,-74.25,79,4.5,III Ayacucho;  II Acobamba  ,4 Km al Oeste-SO de Ayacucho,
,,-11.85,-75.94,32,4.2,II La Oroya  ,37 Km al S de La Oroya,
,,-13.53,-76.45,36,5.2,  IV Tambo de Mora;  III-II Pisco ,31 Km al O de Tambo de Mora,
,,-15.27,-74.54,36,4.2,II Acarí  ,18 Km al Norte-NE de Acari,
,,-19.64,-70.81,20,8.2,"V Tacna; IV Moquegua, Arequipa (Fuente NEIC)","191 KM al S de Tacna,                95 KM al NO de Iquique (Chile)",
,,-16.38,-71.7,9,3.5,II Arequipa,15 Km al S de Yura,
,,-16.51,-74.17,25,4.5,"II Atico, Chala",70 Km al SO de Atico,
,,-3.93,-81.19,40,4.2,II Mancora  ,26 Km al NO de Mancora,
,,-16.16,-73.41,45,4.3,"II-III Atico, Caraveli",23 Km al Este-NE de Atico,
,,-15.63,-71.92,118,4.6,II Maca (Arequipa),7 Km al E de Cabanaconde,
,,-18.52,-70.78,33,4.4,II Tacna,82 Km al SO de Tacna,
,,-9.04,-79.17,31,4.2,II Chimbote  ,64 Km al O de Chimbote,
,,-12.47,-75.23,85,4.6,"III Huasicancha, Pampas;  II Jauja,  Huancayo  ",17 Km al Sur-SE de Huasicancha,
,,-6.9,-78.22,21,3.8,II Cajamarca  ,6 Km al SO de Celendin,
,,-11.17,-76.03,21,4.5,"III Junin, Tarma; II La Merced, La Oroya  ",5 Km al O de Junin,
,,-8.92,-79.21,37,4.2, II Chimbote  ,71 Km al O de Chimbote,
,,-12.76,-75.17,68,4.5,"III Huancavelica; II Pampas, Lircay  ",22 Km al O de Huancavelica,
,,-13.01,-76.19,67,4.3,"II-III Lunahuana, San Vicente de Cañete   ",9 Km al SO de Lunahuana,
,,-11.87,-77.66,32,4, II Ancon  ,56 Km al O de Ancon,
,,-8.93,-77.68,125,4.4,"II Caraz, Yungay",19 Km al NE de Caraz,
,,-15.74,-74.95,28,4.3,II Lomas  ,22 Km al SO de Lomas,
,,-9.49,-79.28,56,4.4,II Chimbote  ,90 Km al SO de Chimbote,
,,-12.36,-77.2,48,3.7,II Lima,34 Km al S del Callao,
,,-16.77,-71.69,18,4,II Arequipa,45 Km al Sur de Arequipa,
,,-12.57,-77.63,35,4,"II Lima,  Callao  ",79 Km al SO de Callao,
,,-13.18,-76.84,35,4.3,II San Vicente de Cañete  ,52 Km al O de San Vicente de Cañete,
,,-12.82,-76.7,50,3.9,"II Mala, Lima  ",20 Km al S de Mala,
,,-8.9,-74.53,150,4.5,"II Pucallpa, Puerto Inca  ",59 Km al S de Pucallpa,
,,-9.89,-77.61,100,4.4,"II Recuay, Ayra  ",26 Km al SO de Recuay,
,,-8.86,-79.28,45,4.4,II-III Chimbote;  II Trujillo  ,80 Km al O de Chimbote,
,,-14.03,-76.33,40,4.2,II Pisco  ,38 Km al S de Pisco,
,,-13.34,-75.96,42,4.3,II Chincha Alta,21 Km al NO de Chincha Alta,
,,-12.45,-76.89,50,4.1,II Chilca,18 Km al Oste-NO de Chilca,
,,-12.63,-77.06,44,4.5,"III Chilca, Mala; II Calango  ",38 Km al O de Chilca,
,,-9.81,-75.47,122,4.6,II Codo de Pozuzo; Pozuzo   ,16 Km al S de Codo del Pozuzo (Puerto Inca),
,,-4.21,-80.46,34,4.8,"II-III Mancora, Zorritos; II Zarrumilla",64 Km al S de Zorritos,
,,-16.53,-73.15,55,4.9,"III Ocoña, Camaná; II Quilca, Atico",14 Km Sur-SO de Ocoña,
,,-8.37,-76.25,28,4.5,III Uchiza; II-III Tocache Nuevo,28 Km al NE de Uchiza,
,,-5.6,-81.02,47,5.2,IV Sechura; III Piura; II Paita   ,23 Km al O de Sechura,
,,-4.73,-81.01,33,4.1,"II Talara, Sullana  ",33 Km al SE de Talara,
,,-14.17,-74.49,71,4.3,II Huanca Sancos  (Ayacucho),33 Km al SO de Huanca Sancos,
,,-7.62,-79.68,55,5.8," IV-III San Pedro de Lloc, Trujillo  ",29 Km al SO de San Pedro de Lloc,
,,-17.46,-71.48,35,5," III Ilo, Moquegua; II Arequipa, Tacna",25 Km al Oeste-NO de Ilo,
,,-16.04,-74.4,54,4.2,III Chala,28 km al SO de Chala,
,,-16.15,-74.36,56,4,II Chala,63 Km al Sur Oeste de Chala,
,,-8.92,-74.52,143,4.8,II-III Pucallpa; II Aguaytia,61 Km al S de Pucallpa,
,,-17.2,-71.19,33,4.1,II Moquegua   ,28 Km al O de Moquegua,
,,-15.39,-73.96,74,4.8,"III Chala, Acarí, Yauca;  II-III Caraveli, Pausa",60 Km al Norte-NE de Chala,
,,-5.85,-81.19,28,4.2,II Sechura  ,53 Km al SO de Sechura,
,,-4.03,-81.14,32,4.3,II Mancora  ,15 Km al NO de Mancora,
,,-16.49,-72.26,70,4.3,II Quilca  ,30 Km al NE de Quilca,
,,-5.39,-80.98,18,4.2,II Sechura  ,25 Km al NO de Sechura,
,,-5.29,-78.8,19,4.3,II Jaen  ,46 Km al N de Jaén,
,,-5.28,-78.83,18,4.3,II Jaen   ,47 Km al Norte de Jaen,
,,-12.59,-77.37,38,5.4,"III-IV Callao, Lima, Chilca; III Huaral, Chosica, Cañete, Ancón; II-III Lunahuana, Chincha Alta, II Pisco, Barranca, Yauyos",64 Km al Sur-SO de Chilca,
,,-8.44,-76.36,26,4.1,II Uchiza  ,14 Km al E de Uchiza,
,,-4.77,-81,31,4.1,II Sullana  ,37 Km al Oeste-NO de Sullana ,
,,-13.25,-75.09,44,4.5,II Castrovirreyna  ,10 Km al NE de Castrovirreyna,
,,-15.31,-74.36,95,4.5,"II-III Acari; II Nazca, Chala",30 Km al Este-NE de Acari,
,,-16.64,-73.12,49,5.4,"III-IV Ocoña, Camana;  II-III Arequipa; II Chala, Caravelí, Aplao, Molendo",24 Km al S de Ocoña,
,,-15.8,-74.9,28,4.6,"  II-III Lomas, Yauca ",27 Km al Sur-SO de Lomas,
,,-5.52,-81.05,51,4.2,II Sechura  ,25 Km al O de Sechura,
,,-5.19,-80.91,29,4.6,"III Paita, Piura; II Sechura  ",31 Km al O de Piura,
,,-13.95,-76.43,47,4.4,II-III Pisco; II Ica  ,36 Km al SO de Pisco,
,,-9.16,-79.16,51,4.3,  II-III Chimbote ,64 Km al O de Chimbote,
,,-16.09,-74.85,63,4.1,"II Lomas, Yauca  ",58 Km al S de Lomas,
,,-13.93,-75.98,85,5.5,"III-V La Tinguiña, Ica   ",31 Km al O-NO de La Tinguiña,
,,-9.51,-75.45,126,5,"III-IV Codo de Pozuzo, III Puerto Inca, II-III Tingo Maria, Huanuco; II Ambo ",12 Km al N de Codo del Pozuzo (Puerto Inca),
,,-15.83,-74.36,58,4.4,"III Chala; II-III Yauca, Acarí",13 Km al Oeste-NO de Chala,
,,-11.29,-73.27,19,4.3,II Atalaya  ,83 Km al SE de Atalaya,
,,-16.99,-71.69,99,4.6,II-III Punta de Bombón,37 Km al E-Ne de Punta de Bombón,
,,-17.88,-69.92,108,4,II Tacna,37 Km al E-NE de Tacna,
,,-8.91,-75.76,138,4.6,II-II Aucayacu; II Tingo María,37 Km al este de Aucayacu,
,,-11.96,-77.55,51,4,"II Callao, Lima",47 Km al O de Callao,
,,-14.49,-71.37,186,4.5,II-III Sicuani; II Espinar,30 Km al Sur-SO de Sicuani,
,,-16.43,-73.6,37,4.5,III Atico; II-III Ocoña,25 Km al Sur de Atico,
,,-16.87,-71.87,42,5.2,"IV Mollendo, Punta de Bombon; IV-III Vitor-Arequipa; III-II Ilo- Moquegua",23 Km al NE de Mollendo,
,,-15.44,-75.65,42,5.4,"III Marcona; II Ica, Chala",53 Km al Oeste de Marcona,
,,-17.94,-73.63,14,5.3,II Camana  ,178 Km al Sur Oeste de Camana,
,,-15.75,-71.84,13,3.6," II-III Maca, Madrigal  ",15 Km al Sur-Oeste de Maca,
,,-12.91,-75.4,105,4.3,II Huancavelica,49 Km al Oeste-SO de Huancavelica,
,,-12.17,-77.45,36,4.1,"II-III Callao, Lima",36 Km al Oeste-SO del Callao,
,,-17.39,-71,26,4,II Moquegua,24 Km al Sur-SO de Moquegua,
,,-16.78,-71.81,28,4,II Mollendo,36 Km al NE de Mollendo,
,,-11.82,-77.56,48,4.1,"II Ancon, Callao, Lima  ",44 Km al O de Ancon,
,,-5.65,-80.97,30,5,II-III Sechura; II Piura,20 Km al SO de Sechura,
,,-20.24,-68.7,115,5.5,  II Tacna  ,299 Km al SE de Calana (USGS),
,,-13.39,-75,81,4.3,II Castrovirreyna,21 Km al Este-SE de Castrovirreyna,
,,-4.97,-79.53,92,4.7,II-III Huancabamba;  II Piura     ,31 Km al N de Huancabamba,
,,-11.55,-78.03,51,4.4,"II-III Huaral,  Lima;  II Huacho,  Ancon  ",67 Km al SO de Huacho,
,,-16.68,-71.43,114,5,II-III Arequipa,35 Km al Sur-SE de Arequipa,
,,-6.33,-77,112,4.9,II-III Rioja; II Lamas,34 Km al Sur-SE de Rioja,
,,-4,-81.11,38,5.8,"V Mancora; IV Talara, Zorritos, Paita; III-IV Sullana, Piura; II-III Ayabaca, Sechura, Tumbes; II Zarumilla, Huancabamba",15 Km al NO de Mancora,
,,-4.01,-81.18,37,5.3,"IV Mancora; III_IV Talara, Zorritos; II-III Sullana; II Piura",18 Km al NO de Mancora,
,,-4.05,-81.19,44,5.2,"IV Mancora; III-IV Talara, Zorritos; II-III Sullana; II Piura",18 Km al Oeste-NO de Mancora,
,,-4.1,-81.03,36,4.7,II-III Mancora,1 Km al NE de Mancora,
,,-4.05,-81.05,41,4.4,II Mancora,7 Km al Norte-NO de Mancora,
,,-4.11,-80.97,28,4.4,II-III Mancora  ,7 Km al E de Mancora,
,,-4.07,-81,32,4.3,II Mancora,6 Km al NE de Mancora,
,,-6.22,-75.88,84,4.5,II Tarapoto  ,44 Km al SE de Pampa Hermosa,
,,-11.81,-77.67,43,4.2,"II Lima,  Ancon,  Huaral  ",75 Km al Oeste NO de Lima,
,,-13.65,-76.44,25,4.5,"III Pisco, II Chincha Alta",27 Km al O de Pisco,
,,-11.42,-77.96,35,4,"II Huacho, Huaral",53 Km al SO de Huacho,
,,-18.35,-70.94,29,3.9,II Tacna  ,82 Km al SE de Tacna,
,,-13.98,-76.22,58,4.3,II Pisco,31 Km al S de Pisco,
,,-14.7,-73.74,108,6.6,"V-VI Coracora, Puquio;V Nazca, Colta, Pausa;IV-V Palpa, Caraveli;IV Ica, Acarí, Yauca;III Lunahuana, San Vicente de Cañete, Mollendo, Huancavelica;  II-III Lima, Cuzco, Moquegua;II Huacho, Huancayo, Tacna",35 Km al N de Coracora,
,,-16.38,-73.41,32,5.7,"IV Ocoña, Atico, Camana; II-IV Caraveli;III Pampacolca;II Moquegua, Cotahuasi, Pausa",26 km al Este-SE de Atico,
,,-9.03,-78.87,74,4.3,II Chimbote,32 km al O de Chimbote,
,,-13.52,-71.57,8,3.4,II Cuzco,2 km al SE de cuzco,
,,-10.78,-75.16,13,4,II Villa Rica,15 km al Este SE de Villa Rica,
,,-20.17,-69.11,98,5.7,II Tacna,271 km al SE de Tacna,
,,-10.38,-78.42,35,4.5,"III Huarmey,  II Barranca  ",46 Km al SO de Huarmey,
,,-13.32,-72.52,19,3.8,II Limatambo (Dpto. Cuzco)   ,19 Km al Norte-NO de Limatambo,
,,-11.07,-76.41,112,4.5,"II Huancayo, Lima",48 Km al Oeste de Junín,
,,-15.21,-75.3,60,5.5,"III-IV San Juan de Marcona,  III Nazca, Acarí, Lomas; II-III Puquio, Yauca, Chala, Ica;II Pisco, Caravelí, Atico ",22 Km al NO de San Juan de Marcona,
,,-16.23,-74.56,27,4.3,II Chala,55 Km al Sur-Oeste de Chala,
,,-14.82,-75.42,53,4.6,"II-III Palpa, Nazca  ",41 Km al SO de Palpa,
,,-10.48,-75.47,32,4.5,III Oxapampa  ,13 Km al Norte-NO de Oxapampa,
,,-10.52,-75.47,14,3.9,II Oxapampa,10 Km al NO de Oxapampa,
,,-4.26,-80.35,68,5.1,"III-IV Tumbes, Ayabaca;II Piura, Chulucanas",78 Km al Sur de Tumbes,
,,-8.95,-79.16,53,4.5,"III Chimbote, II Salaverry",63 Km al Oeste-NO de Chimbote,
,,-16.83,-71.47,15,4.3,"III Arequipa, Yura, II Vitor",50 Km al Sur de Arequipa,
,,-16.96,-71.74,26,4.4,"III-IV Punta Bombón, Mollendo, II-III Arequipa",24 Km al Norte-NE de Punta de Bombón,
,,-10.46,-78.5,35,4.4,II Huarmey,95 Km al SO de Huarmey,
,,-18.82,-70.15,87,4.6,III Tacna,90 km al Sur de Tacna,
,,-6.15,-76.35,123,4.9,"II Lamas, Moyobamba",34 Km al Norte-NE de Lamas,
,,-15.65,-74.03,66,4.5,"II-III Chala; II Atico, Yauca,   Caraveli   ",32 Km al NE de Chala,
,,-12.49,-77.31,24,3.9,"II Callao,  Lima  ",51 Km al S de Callao,
,,-13.81,-71.89,6,5.1,"VII Misca;VI Cusibamba, Toroy, Moyoc; V Colcha,Rondocán;IV Paccaritambo, Ccochirihuay;III-IV Yaurisque, Huanoquite;III Cusco, Omacha;       II-III Ccapi;II Urubamba, Calca, Anta, Yanaoca, Huancarani",3 Km al Oeste-NO de Misca; 4km al Sur Oeste de Paruro,
,,-13.84,-71.83,8,3.6,II Misca  ,9 Km al S de Paruro,
,,-16.79,-70.6,8,3.8,II Calacoa,10 km al Sur Este de Calacoa-Moquegua,
,,-13.69,-76.47,41,4.6,"III Pisco; II-III Tambo de Mora, Chincha Alta;II San Vicente, Lunahuana, Ica",30 km al Oeste de Pisco,
,,-12.04,-77.13,60,4,II-III Lima,2 Km al NE de Callao,
,,-11.95,-77.59,36,4,"II Ancón, Lima",50 km al Oeste - NO del Callao,
,,-19.78,-70.03,112,6,II Tacna,197 KM al S de Tacna,
,,-15.31,-74.81,47,4.4,"II Acarí, Chala, Lomas",25 Km al Oeste-NO de Acarí,
,,-15.25,-73.53,95,5.6,III-IV Pausa; III Caravelí; II Puquio,22 Km al O de Pausa,
,,-13.62,-76.9,36,4.8,"III Cañete, Pisco",77 Km al O de Pisco,
,,-18.2,-70.27,50,4,II Tacna,21 Km a S de Tacna,
,,-14.89,-77.08,14,4.8,II Ica,188 Km al SO de Ica,
,,-14.83,-76.71,20,4.4,II Ica,136 Km al Sur-SO de Ica,
,,-13.47,-71.96,46,3.9,II Cuzco,4 Km al N-NE de Cuzco,
,,-15.15,-75.74,29,4.8,II San Juan de Marcona,66 Km al O-NO de San Juan de Marcona,
,,-14.76,-76.75,26,4.7,II Pisco,132 Km al Sur-So de Pisco,
,,-13.54,-76.98,15,4.1,II Pisco,83 Km al SO de San Vicente de Cañete,
,,-11.86,-77.64,44,3.8,III Ancón; II Lima,53 Km al Oeste-SO de Ancón,
,,-13.52,-76.79,26,5.1,"III-IV Tambo de Mora; II-III Pisco, Ica",67 Km al O de Tambo de Mora,
,,-10.58,-74.25,131,6,"III-IV Atalaya, Satipo; II-III Huancayo; II Lima  ",57 Km al O de Atalaya,
,,-16.86,-70.56,25,4.2,"III Carumas, II Calacoa, Toquepala",15 km al Este-SE de Carumas,
,,-8.6,-76.21,30,4.7,II-III Uchiza; II Tingo María,32 KM al Este-SE de Uchiza,
,,-16.34,-73.74,57,5.3,III-IV Atico; III Caravelí; II Chala,20 Km al SO de Atico,
,,-16.85,-70.5,29,4.1,"II Carumas, Torata",21 Km al Este-SE de Carumas,
,,-7.67,-76.46,155,5.2,IV Juanjui,62 km al Sur-SE de Juanjui,
,,-17.02,-71.39,31,4.3,"II Omate, Punta de Bombon",49 Km al Oeste-SO de Omate,
,,-12.31,-75.14,17,4.1,II Huancayo,28 Km al Sur-SE de Huancayo,
,,-5.48,-78.58,16,4.9,"III, IV Bagua; II Jaen, Bagua Grande",19 Km al Norte-NO de Bagua,
,,-12.76,-77.14,23,5.8,"IV-V Chilca, Mala; III-IV Lima; III Ica",52 Km al O-SO de Chilca,
,,-15.67,-73.31,65,4.2,II Caravelí,2 km Norte-NE de Caravelí,
,,-17.35,-69.99,156,5.3,"III Tarata, Tacna; II-III Moquegua, Ilo, Omate; II Arequipa, Mollendo",14 Km al Norte-NE de Tarata,
,,-16.08,-74.02,77,4.6,II Chala,35 Km al SE de Chala,
,,-8.73,-74.64,151,5.4,II Pucallpa,42 Km al Sur-SO de Pucallpa,
,,-11.02,-77.51,84,4.3,II Huacho,15 Km al NE de Huacho,
,,-14.5,-75.91,41,4.2,II Ica,52 Km al Sur-SO de Ica,
,,-12.55,-76.79,55,4.3,II Chilca,7 Km al Sur-SO de Chilca,
,,-16.79,-72.35,42,4.2,II Quilca,12 Km al SO de Quilca,
,,-12.79,-76.93,49,4.3,II Chilca,37 Km al SO de Chilca,
,,-16.66,-73.63,37,4.3,II Atico,50 km al Sur de Atico,
,,-3.87,-77.23,107,4.9,II-III Santa Maria de Nieva; II Pastaza,105 Km al NE de Santa Maria de Nieva,
,,-13.15,-76.48,47,4.1,II San Vicente de Cañete,15 Km al SO de San Vicente de Cañete,
,,-11.99,-77.17,39,4.1,II Callao,8 Km al Norte-NO del Callao,
,,-15.32,-75.06,39,4.8,III San Juan de Marcona; II Nazca,12 Km al Este-NO de San Juan de Marcona,
,,-16.76,-71.72,20,3.8,II Arequipa,41 km al Sur-SE de Vitor; 45 Km al Sur-SO de Arequipa,
,,-4.02,-80.72,27,4.7,III-II Tumbes,37 Km al Este-NE de Mancora,
,,-12.06,-76.52,84,4,II Ricardo Palma-Lima,22 Km al SE de Ricardo Palma-Lima,
,,-15.78,-74.4,55,4.3,II Yauca,19 Km al SE de Yauca,
,,-72.49,-16.55,99,4.2,"III Quilca, Ocoña; II Camana, Arequipa",19 km al Norte-NO de Quilca,
,,-16.14,-73.42,27,4,II Atico,22 Km al Este-NE de Atico,
,,-8.7,-79.36,35,4.3,"II-III Salaverry; II Trujillo, Chimbote",71 Km al SO de Salaverry,
,,-14.34,-76.3,23,4.3,II Ica,71 Km al Oeste -SO de Ica,
,,-10.24,-77.38,123,5,III Huarmey,86 km al Este-SE de Huarmey,
,,-16.39,-73.48,21,4.1,II Atico,25 Km al SE de Atico,
,,-17.18,-72.51,29,4.2,"II Quilca, Mollendo",54 Km al Sur-SO de Quilca,
